unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,fraction_type_ppr,rank_type_ppr,accumulated_fraction_type
EEZ_876,Wallis & Futuna Isl. (France),EEZ,2019,971.0058082377002,971.0058082377002,0.0,1.0,71,71,1119183.1426833072,1119183.1426833072,1119183.142683307,813598.6194393582,947449.3641487672,1.6844468630280618e-05,238,0.9997510344862774
EEZ_935,Guatemala (Caribbean),EEZ,2019,4694.347823299001,4694.347823299001,0.0,1.0,23,23,1114718.28132553,1114718.28132553,1114718.28132553,941904.1815302117,1085609.8610575816,1.6777269425600576e-05,239,0.9997678117557031
EEZ_659,Saint Kitts & Nevis,EEZ,2019,1724.273887369,1724.273887369,0.0,1.0,19,19,1106283.6685462072,1106283.668546207,1106283.6685462072,699631.8379555495,1006125.3220770671,1.665032275802548e-05,240,0.9997844620784611
EEZ_736,Sudan,EEZ,2019,1903.800910461,1903.800910461,0.0,1.0,9,9,1065191.496904894,1065191.4969048942,1065191.4969048942,630296.4033463453,630624.815329453,1.60318575848433e-05,241,0.9998004939360459
EEZ_638,Réunion (France),EEZ,2019,537.9865677244,537.9865677244,0.0,1.0,26,26,1039295.5371920002,1039295.5371920001,1039295.5371920002,1016429.7210691373,1029294.7264742714,1.564210575210123e-05,242,0.999816136041798
EEZ_580,Northern Marianas (USA),EEZ,2019,498.5314401099,498.5314401099,0.0,1.0,62,62,1005725.4354424982,1005725.435442498,1005725.435442498,880955.370346406,979405.8520027468,1.5136852854457448e-05,243,0.9998312728946525
EEZ_654,Saint Helena (UK),EEZ,2019,515.4002517916999,515.4002517916999,0.0,1.0,20,20,982147.5503922047,982147.5503922047,982147.5503922047,973106.9444326712,979520.3046732456,1.4781989624346759e-05,244,0.9998460548842768
EEZ_896,Crozet Isl. (France),EEZ,2019,962.1183434891,962.1183434891,0.0,1.0,7,7,829294.7328154038,829294.7328154038,829294.7328154038,826966.3924129192,829294.7328154031,1.2481450603941773e-05,245,0.9998585363348808
EEZ_488,Hawaii Northwest Islands (USA),EEZ,2019,456.1205398731,456.1205398731,0.0,1.0,16,16,790459.7617226113,790459.7617226114,790459.7617226113,712474.0450342633,775338.5781839541,1.1896957836509604e-05,246,0.9998704332927173
EEZ_396,Johnston Atoll (USA),EEZ,2019,308.29794792170003,308.29794792170003,0.0,1.0,19,19,709090.631793451,709090.6317934509,709090.6317934508,703685.9380181376,694535.5648760073,1.0672297006398434e-05,247,0.9998811055897237
EEZ_907,Bonaire (Netherlands),EEZ,2019,400.2133530319,400.2133530319,0.0,1.0,39,39,677238.29384602,677238.2938460201,677238.2938460199,655588.4639698595,657496.3418869387,1.0192897624032629e-05,248,0.9998912984873477
EEZ_844,Palmyra Atoll & Kingman Reef (USA),EEZ,2019,280.5961402573,280.5961402573,0.0,1.0,17,17,628775.9881433196,628775.9881433196,628775.9881433197,625356.8693576443,625610.4941218644,9.4635069130512e-06,249,0.9999007619942607
EEZ_891,Montenegro,EEZ,2019,1698.0118630171,1698.0118630171,0.0,1.0,70,70,575664.3429432232,575664.3429432232,575664.3429432232,413329.1264975754,477113.8574983947,8.664140475730966e-06,250,0.9999094261347364
EEZ_666,Saint Pierre & Miquelon (France),EEZ,2019,1766.086618522,1766.086618522,0.0,1.0,21,21,574386.8852731779,574386.8852731778,574386.8852731776,532431.3474728933,538876.9446376901,8.64491386765501e-06,251,0.9999180710486041
EEZ_905,St Martin (France),EEZ,2019,547.9161662649999,547.9161662649999,0.0,1.0,29,29,499593.895973369,499593.89597336896,499593.895973369,403687.3066362591,447140.9327517793,7.519228433361401e-06,252,0.9999255902770375
EEZ_400,Jordan,EEZ,2019,387.759999999,387.759999999,0.0,1.0,12,12,448341.8758726021,448341.8758726022,448341.87587260216,383868.65814178856,425852.62560659816,6.747850620471871e-06,253,0.9999323381276579
EEZ_660,Anguilla (UK),EEZ,2019,1027.036715517,1027.036715517,0.0,1.0,24,24,448305.9886107153,448305.9886107154,448305.9886107153,333813.7039874791,414194.8589122577,6.747310492735824e-06,254,0.9999390854381507
EEZ_579,Jan Mayen Isl. (Norway),EEZ,2019,534.1534584534,534.1534584534,0.0,1.0,6,6,433429.22305330844,433429.2230533085,433429.2230533085,433129.47100038576,422791.40566658013,6.523405037770722e-06,255,0.9999456088431885
EEZ_904,St Barthelemy (France),EEZ,2019,526.0359177130001,526.0359177130001,0.0,1.0,29,29,405068.1217651294,405068.1217651295,405068.1217651295,327867.426132599,354580.58677155705,6.096551145186562e-06,256,0.9999517053943336
EEZ_037,Macquarie Isl. (Australia),EEZ,2019,434.33,434.33,0.0,1.0,1,1,396113.66785745224,396113.66785745224,396113.66785745224,396113.66785745224,396113.66785745224,5.961780514539347e-06,257,0.9999576671748482
EEZ_951,Panama (Caribbean),EEZ,2019,1550.4602980178997,1550.4602980178997,0.0,1.0,12,12,395402.3380561242,395402.3380561243,395402.33805612416,389516.0933646631,395278.1639613288,5.95107451650624e-06,258,0.9999636182493647
EEZ_850,US Virgin Isl.,EEZ,2019,385.4790666690001,385.4790666690001,0.0,1.0,21,21,359796.24203482084,359796.24203482084,359796.2420348209,294117.7068980834,338872.332180039,5.415178518251986e-06,259,0.9999690334278829
EEZ_086,Chagos Archipelago (UK),EEZ,2019,135.2489756326,135.2489756326,0.0,1.0,22,22,263025.75586093066,263025.7558609307,263025.7558609307,259211.53634591453,256840.26155903548,3.958716786005945e-06,260,0.999972992144669
EEZ_038,Lord Howe Isl. (Australia),EEZ,2019,111.5646524811,111.5646524811,0.0,1.0,18,18,237070.8824424346,237070.8824424346,237070.88244243458,229416.92982461693,230650.7929449992,3.5680782618654208e-06,261,0.9999765602229308
EEZ_166,Cocos (Keeling) Isl. (Australia),EEZ,2019,268.594720107,268.594720107,0.0,1.0,10,10,192511.2290212681,192511.22902126814,192511.22902126814,129506.11473900735,182353.21410370438,2.89742512601721e-06,262,0.9999794576480568
EEZ_136,Cayman Isl. (UK),EEZ,2019,244.37965271110005,244.37965271110005,0.0,1.0,13,13,174518.88545299374,174518.8854529937,174518.8854529937,168159.99955340067,174253.67994425655,2.6266280998089727e-06,263,0.9999820842761566
EEZ_912,Russia (Kara Sea),EEZ,2019,747.53431635,747.53431635,0.0,1.0,5,5,142441.20996613824,142441.20996613827,142441.20996613827,140909.15387773627,140910.01929509558,2.1438372339859023e-06,264,0.9999842281133906
EEZ_705,Slovenia,EEZ,2019,203.5210142398,203.5210142398,0.0,1.0,80,80,130224.70736268716,130224.70736268716,130224.70736268717,111916.27879652377,105628.72766938074,1.9599705485190336e-06,265,0.9999861880839391
EEZ_908,Saba and Sint Eustatius (Netherlands),EEZ,2019,496.3226371927999,496.3226371927999,0.0,1.0,21,21,123182.09188878365,123182.09188878366,123182.09188878365,104853.90355870302,118608.18836075625,1.85397438855108e-06,266,0.9999880420583277
EEZ_856,Tristan da Cunha Isl. (UK),EEZ,2019,733.0059081887999,733.0059081887999,0.0,1.0,9,9,117455.8801231217,117455.8801231217,117455.88012312168,109505.83745715352,112169.43428010574,1.7677910010620762e-06,267,0.9999898098493287
EEZ_895,St Paul & Amsterdam Isl. (France),EEZ,2019,497.3573467841,497.3573467841,0.0,1.0,3,3,97675.0183717673,97675.0183717673,97675.0183717673,97606.74330792503,97606.74330792503,1.4700755579472482e-06,268,0.9999912799248867
EEZ_909,Sint Maarten (Netherlands),EEZ,2019,83.0733507754,83.0733507754,0.0,1.0,33,33,85688.12663919516,85688.12663919516,85688.12663919516,66484.84336629405,81786.52075625946,1.2896646724868187e-06,269,0.9999925695895592
EEZ_940,Israel (Red Sea),EEZ,2019,111.23519999999999,111.23519999999999,0.0,1.0,10,10,82932.78705570377,82932.78705570377,82932.78705570377,62898.858676323885,78629.52496018549,1.2481949349525174e-06,270,0.9999938177844941
EEZ_555,Kermadec Isl. (New Zealand),EEZ,2019,66.11770604899998,66.11770604899998,0.0,1.0,22,22,78824.46595983862,78824.46595983864,78824.46595983864,76414.6188665428,76220.69490016132,1.1863619040720633e-06,271,0.9999950041463982
EEZ_872,Wake Isl. (USA),EEZ,2019,34.633787389199995,34.633787389199995,0.0,1.0,13,13,68115.70486681667,68115.70486681665,68115.70486681667,66421.52675498716,66179.49666981628,1.0251877553370332e-06,272,0.9999960293341535
EEZ_855,Ascension Isl. (UK),EEZ,2019,32.764000004,32.764000004,0.0,1.0,10,10,46972.74183264927,46972.74183264927,46972.74183264928,42193.08993420277,46811.80789808783,7.069717601189993e-07,273,0.9999967363059137
EEZ_500,Montserrat (UK),EEZ,2019,49.412650413,49.412650413,0.0,1.0,87,87,41219.71043073506,41219.71043073505,41219.71043073505,25584.35045020414,37899.92789428181,6.203847188361726e-07,274,0.9999973566906325
EEZ_252,Tromelin Isl. (France),EEZ,2019,20.057971261000002,20.057971261000002,0.0,1.0,16,16,40630.07009385537,40630.07009385537,40630.07009385537,39751.77255060211,40142.98870266437,6.115102301319333e-07,275,0.9999979682008626
EEZ_972,Glorieuse Islands (France),EEZ,2019,102.5142017896,102.5142017896,0.0,1.0,9,9,35371.82907577973,35371.82907577973,35371.82907577973,34924.33228511821,34924.33228511821,5.323701211529213e-07,276,0.9999985005709838
EEZ_574,Norfolk Isl. (Australia),EEZ,2019,17.4978128176,17.4978128176,0.0,1.0,17,17,32366.394255930376,32366.394255930376,32366.394255930376,31042.37927514005,31081.884719876965,4.871362799587722e-07,277,0.9999989877072638
EEZ_074,Bouvet Isl. (Norway),EEZ,2019,133.56110065549998,133.56110065549998,0.0,1.0,10,10,25983.663702706264,25983.663702706264,25983.663702706264,25983.597329467488,25983.51206298795,3.910718375284236e-07,278,0.9999993787791013
EEZ_162,Christmas Isl. (Australia),EEZ,2019,25.629903931,25.629903931,0.0,1.0,13,13,22536.376227926667,22536.376227926663,22536.37622792666,16565.76244561606,21870.251374306274,3.391878129091254e-07,279,0.9999997179669142
EEZ_070,Bosnia & Herzegovina,EEZ,2019,61.02055729300001,61.02055729300001,0.0,1.0,45,45,12983.384180443847,12983.384180443843,12983.384180443845,11634.024343338317,12652.496947797641,1.954087755628862e-07,280,0.9999999133756897
EEZ_154,Desventuradas Isl. (Chile),EEZ,2019,21.535833428,21.535833428,0.0,1.0,12,12,4740.625617241974,4740.625617241974,4740.625617241974,4634.427692116524,4730.844234245481,7.134964462213407e-08,281,0.9999999847253344
EEZ_612,Pitcairn (UK),EEZ,2019,3.0000000000000004,3.0000000000000004,0.0,1.0,3,3,1014.8820128320708,1014.8820128320708,1014.8820128320708,977.999850774341,1014.8820128320714,1.5274665581183833e-08,282,1.0
HS_077,"Pacific, Eastern Central",High Seas,2019,860671.2076084926,860671.2076084926,0.0,1.0,26,26,2196179346.027695,2196179346.027696,2196179346.027695,2177549454.5469604,2170818471.3741584,0.2977470755841194,1,0.2977470755841194
HS_071,"Pacific, Western Central",High Seas,2019,571817.786555246,571817.786555246,0.0,1.0,23,23,1482147259.8171525,1482147259.8171525,1482147259.8171527,1476697755.8816364,1474269044.8780706,0.20094215574596702,2,0.4986892313300864
HS_051,"Indian Ocean, Western",High Seas,2019,377854.0083285441,377854.0083285441,0.0,1.0,36,36,907481876.8369484,907481876.8369484,907481876.8369482,898130651.4662967,892837267.8459628,0.1230318805531568,3,0.6217211118832432
HS_087,"Pacific, Southeast",High Seas,2019,245882.41767354257,245882.41767354257,0.0,1.0,25,25,657270846.1435144,657270846.1435144,657270846.1435145,654505526.6641706,653973496.1491203,0.08910951314604668,4,0.7108306250292898
HS_034,"Atlantic, Eastern Central",High Seas,2019,235319.4552726861,235319.4552726861,0.0,1.0,37,37,580150840.1289461,580150840.128946,580150840.1289461,577913963.9606429,573709660.5593073,0.0786539661974789,5,0.7894845912267687
HS_057,"Indian Ocean, Eastern",High Seas,2019,249459.5239463328,249459.5239463328,0.0,1.0,34,34,577352176.9718388,577352176.9718388,577352176.9718387,561837233.6617491,561492847.4666706,0.07827453736254295,6,0.8677591285893117
HS_061,"Pacific, Northwest",High Seas,2019,132995.67933726683,132995.67933726683,0.0,1.0,21,21,284384862.0630329,284384862.06303287,284384862.0630329,282590083.8142501,282258802.3773237,0.03855548554029313,7,0.9063146141296049
HS_027,"Atlantic, Northeast",High Seas,2019,734932.290461042,734932.290461042,0.0,1.0,131,131,192111009.49801588,192111009.49801588,192111009.49801588,190119918.21647057,191769855.84918004,0.02604545542649224,8,0.9323600695560971
HS_041,"Atlantic, Southwest",High Seas,2019,62238.365213295096,62238.365213295096,0.0,1.0,33,33,149349456.4630281,149349456.46302813,149349456.4630281,147948022.15720508,147484387.13170964,0.020248056690987386,9,0.9526081262470845
HS_021,"Atlantic, Northwest",High Seas,2019,87745.0994728874,87745.0994728874,0.0,1.0,67,67,101551846.3748264,101551846.37482642,101551846.3748264,94575783.00091098,94079149.74054004,0.013767894381195502,10,0.96637602062828
HS_081,"Pacific, Southwest",High Seas,2019,45252.46682271711,45252.46682271711,0.0,1.0,27,27,91386286.47267891,91386286.47267891,91386286.47267891,87435123.8002821,86872298.1778867,0.012389698316282035,11,0.978765718944562
HS_047,"Atlantic, Southeast",High Seas,2019,41830.7267805337,41830.7267805337,0.0,1.0,35,35,87861469.42037457,87861469.42037456,87861469.42037456,81599560.34715328,81300520.57549798,0.011911821146919284,12,0.9906775400914813
HS_031,"Atlantic, Western Central",High Seas,2019,16859.0112032287,16859.0112032287,0.0,1.0,32,32,32845718.432304144,32845718.432304144,32845718.432304144,32332686.35082694,32085747.063295085,0.004453059184973611,13,0.9951305992764549
HS_048,"Atlantic, Antarctic",High Seas,2019,154127.61540295082,154127.61540295082,0.0,1.0,6,6,29368420.19122001,29368420.19122001,29368420.19122001,29368419.84106065,29368420.19122001,0.003981624379756412,14,0.9991122236562113
HS_088,"Pacific, Antarctic",High Seas,2019,3559.327863,3559.327863,0.0,1.0,32,32,5471586.54715935,5471586.54715935,5471586.547159349,5441171.091395552,5471351.988849449,0.0007418104974754467,15,0.9998540341536868
HS_067,"Pacific, Northeast",High Seas,2019,402.29139540870005,402.29139540870005,0.0,1.0,16,16,759816.5237174243,759816.5237174241,759816.523717424,741062.6904888835,736055.8992847266,0.00010301214621954733,16,0.9999570462999063
HS_058,"Indian Ocean, Antarctic",High Seas,2019,1622.2799593135005,1622.2799593135005,0.0,1.0,6,6,316826.047060139,316826.047060139,316826.047060139,316302.392591317,316825.92653248494,4.2953700093600354e-05,17,0.9999999999999999
HS_018,Arctic Sea,High Seas,2019,0.0,0.0,0.0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.9999999999999999
LME_036,South China Sea,LME,2019,11101666.087778974,11101666.087778974,0.0,1.0,340,340,8070990713.09262,8070990713.092622,8070990713.09262,5121239748.801037,6177614152.066727,0.13945148049219458,1,0.13945148049219458
LME_032,Arabian Sea,LME,2019,5436428.793803818,5436428.793803818,0.0,1.0,393,393,4734727053.1209135,4734727053.120914,4734727053.1209135,3513410168.9238224,3986670658.279414,0.08180714372686455,2,0.22125862421905912
LME_034,Bay of Bengal,LME,2019,6697725.785375867,6697725.785375867,0.0,1.0,288,288,3525461853.606897,3525461853.606897,3525461853.6068964,2348434942.0634265,2527044613.979731,0.06091332432172464,3,0.28217194854078376
LME_047,East China Sea,LME,2019,5649829.984210193,5649829.984210193,0.0,1.0,254,254,3396644855.555232,3396644855.555232,3396644855.555233,2016011352.6502063,2784351281.529257,0.05868760981783797,4,0.34085955835862175
LME_052,Sea of Okhotsk,LME,2019,4800852.125625119,4800852.125625119,0.0,1.0,131,131,2799543440.981204,2799543440.981204,2799543440.981204,2242784197.569399,2131158646.726793,0.04837082477541956,5,0.3892303831340413
LME_013,Humboldt Current,LME,2019,7390380.680601614,7390380.680601614,0.0,1.0,184,184,2612052520.143484,2612052520.143483,2612052520.143483,2058671336.4057276,2239918376.137161,0.045131335669422755,6,0.4343617188034641
LME_027,Canary Current,LME,2019,5771015.257329415,5771015.257329415,0.0,1.0,412,412,2359485422.816173,2359485422.8161726,2359485422.8161726,1988040059.996524,1932746132.292241,0.04076745310556662,7,0.4751291719090307
LME_028,Guinea Current,LME,2019,4469154.981144243,4469154.981144243,0.0,1.0,325,325,2256398879.66561,2256398879.6656094,2256398879.66561,1724262907.9504876,1769169841.9924123,0.03898631228008546,8,0.5141154841891161
LME_035,Gulf of Thailand,LME,2019,2615825.0568618225,2615825.0568618225,0.0,1.0,214,214,1868893899.8381803,1868893899.83818,1868893899.8381803,1321291448.1609046,1470605570.760545,0.032290957886061275,9,0.5464064420751774
LME_022,North Sea,LME,2019,2717260.698205171,2717260.698205171,0.0,1.0,312,312,1700184787.4627526,1700184787.462753,1700184787.4627523,1461271647.0493312,1529129228.171731,0.02937598296791241,10,0.5757824250430899
LME_049,Kuroshio Current,LME,2019,3090456.265124474,3090456.265124474,0.0,1.0,229,229,1682486180.5803435,1682486180.5803435,1682486180.5803432,1229429462.9598556,1479014398.4195943,0.02907018445814612,11,0.604852609501236
LME_038,Indonesian Sea,LME,2019,2883541.953754092,2883541.953754092,0.0,1.0,142,142,1678212214.8416104,1678212214.8416104,1678212214.8416104,1110962513.3774147,1252314766.816485,0.028996338399957453,12,0.6338489479011934
LME_048,Yellow Sea,LME,2019,2658977.968899307,2658977.968899307,0.0,1.0,175,175,1554214509.6068287,1554214509.6068282,1554214509.6068285,939968038.6418488,1272167957.9722326,0.026853892176524827,13,0.6607028400777182
LME_050,Sea of Japan / East Sea,LME,2019,2586941.83669577,2586941.83669577,0.0,1.0,218,218,1439195574.078298,1439195574.078298,1439195574.0782976,1036169699.9564208,1161227971.5261807,0.024866582140587012,14,0.6855694222183052
LME_014,Patagonian Shelf,LME,2019,1589890.9385366847,1589890.9385366847,0.0,1.0,195,195,1391657718.08254,1391657718.0825405,1391657718.08254,1272373321.7534766,1310989991.8158207,0.02404521774633992,15,0.7096146399646451
LME_003,California Current,LME,2019,1037537.6190575528,1037537.6190575528,0.0,1.0,277,277,1028923753.764416,1028923753.764416,1028923753.7644162,948325445.2391396,956158720.3224782,0.017777859729571403,16,0.7273924996942166
LME_024,Celtic-Biscay Shelf,LME,2019,1139679.567089067,1139679.567089067,0.0,1.0,383,383,1010255322.176562,1010255322.1765624,1010255322.1765624,875614821.1777916,905533467.1732024,0.01745530448004418,17,0.7448478041742608
LME_026,Mediterranean Sea,LME,2019,1487741.6269238535,1487741.6269238535,0.0,1.0,482,482,1007915797.3835726,1007915797.3835725,1007915797.3835725,777778177.4549513,818089702.4134529,0.01741488190893388,18,0.7622626860831946
LME_029,Benguela Current,LME,2019,1592518.0818040825,1592518.0818040825,0.0,1.0,147,147,997757338.2466872,997757338.2466872,997757338.2466874,874219072.3241919,905698527.5872976,0.01723936291547746,19,0.779502048998672
LME_037,Sulu-Celebes Sea,LME,2019,1731971.9673227614,1731971.9673227614,0.0,1.0,219,219,990198790.8703026,990198790.8703024,990198790.8703028,668224367.6583638,731176308.5367349,0.017108765488287093,20,0.7966108144869591
LME_002,Gulf of Alaska,LME,2019,1102866.6258441233,1102866.6258441233,0.0,1.0,170,170,967218747.5530664,967218747.5530664,967218747.553066,688947934.142388,696280979.0165482,0.01671171372893308,21,0.8133225282158922
LME_001,East Bering Sea,LME,2019,1300999.7714510453,1300999.7714510453,0.0,1.0,73,73,816435933.9124104,816435933.9124104,816435933.9124105,651544945.5261025,689600284.1461229,0.014106471405848912,22,0.8274289996217412
LME_011,Pacific Central-American Coastal,LME,2019,1587670.713519913,1587670.713519913,0.0,1.0,270,270,748768977.2026196,748768977.2026193,748768977.2026194,571582336.2211993,616011177.0694925,0.012937314157498441,23,0.8403663137792396
LME_046,New Zealand Shelf,LME,2019,431127.77716673305,431127.77716673305,0.0,1.0,197,197,722610291.6356041,722610291.6356039,722610291.635604,625979302.9233905,640351591.0568204,0.012485341461738478,24,0.8528516552409781
LME_059,Iceland Shelf and Sea,LME,2019,697974.9116856114,697974.9116856114,0.0,1.0,74,74,707135211.9152755,707135211.9152755,707135211.9152753,670516995.6658894,648512955.9012274,0.012217961303038274,25,0.8650696165440164
LME_020,Barents Sea,LME,2019,675569.0179631643,675569.0179631643,0.0,1.0,138,138,661277433.8131701,661277433.8131701,661277433.8131702,631761250.3934948,611750577.6098361,0.011425625482598364,26,0.8764952420266148
LME_005,Gulf of Mexico,LME,2019,1549275.8254257175,1549275.8254257175,0.0,1.0,418,418,558361747.8475869,558361747.8475868,558361747.8475869,352850227.10518026,421891503.6612591,0.009647436746674136,27,0.8861426787732889
LME_051,Oyashio Current,LME,2019,1092021.8374498228,1092021.8374498228,0.0,1.0,143,143,528421987.24496377,528421987.2449637,528421987.2449638,405330451.30796736,415171646.0100482,0.009130134213436818,28,0.8952728129867257
LME_053,West Bering Sea,LME,2019,705687.5220776038,705687.5220776038,0.0,1.0,63,63,511445832.0549839,511445832.0549839,511445832.0549839,392569072.9745421,341774720.3779067,0.008836818304837436,29,0.9041096312915631
LME_030,Agulhas Current,LME,2019,794215.4259763142,794215.4259763142,0.0,1.0,272,272,482169734.53988993,482169734.5398899,482169734.53988993,371322087.2743511,404858007.0563225,0.00833098261667452,30,0.9124406139082376
LME_060,Faroe Plateau,LME,2019,420222.2010145741,420222.2010145741,0.0,1.0,114,114,476451437.8234684,476451437.82346827,476451437.82346827,464921354.3871538,468250278.9980398,0.008232181246267158,31,0.9206727951545048
LME_007,Northeast U.S. Continental Shelf,LME,2019,700878.7473042159,700878.7473042159,0.0,1.0,232,232,432863601.0788216,432863601.0788215,432863601.0788216,318789633.10278773,363980234.12803376,0.007479065726553721,32,0.9281518608810585
LME_012,Caribbean Sea,LME,2019,625707.9632201534,625707.9632201534,0.0,1.0,507,507,398459551.5651003,398459551.56510025,398459551.5651003,269270898.9438963,318302383.71405965,0.006884628710062987,33,0.9350364895911215
LME_025,Iberian Coastal,LME,2019,429516.3330948258,429516.3330948258,0.0,1.0,432,432,350502389.2247894,350502389.2247894,350502389.22478944,290052892.74702895,317576506.32073075,0.006056019493884332,34,0.9410925090850059
LME_021,Norwegian Sea,LME,2019,707251.5165434971,707251.5165434971,0.0,1.0,162,162,338234665.9022903,338234665.9022903,338234665.9022902,335085397.39012265,329594728.18682873,0.0058440563978525185,35,0.9469365654828583
LME_017,North Brazil Shelf,LME,2019,453226.0308527972,453226.0308527972,0.0,1.0,311,311,292573328.34463125,292573328.3446312,292573328.3446312,189166998.1074495,222989340.40242,0.005055114699116564,36,0.9519916801819749
LME_062,Black Sea,LME,2019,1145168.1859547235,1145168.1859547235,0.0,1.0,120,120,287609386.6659423,287609386.6659423,287609386.6659424,257887285.0977705,257454061.90611705,0.004969347159445485,37,0.9569610273414204
LME_009,Newfoundland-Labrador Shelf,LME,2019,506689.9940610079,506689.9940610079,0.0,1.0,111,111,272326949.8167368,272326949.8167369,272326949.8167368,222909537.7389832,248795200.32622927,0.004705295505824692,38,0.9616663228472451
LME_004,Gulf of California,LME,2019,664877.8552277525,664877.8552277525,0.0,1.0,129,129,254257319.8187799,254257319.8187799,254257319.81877995,187669905.16739705,193115605.2914297,0.004393086417159327,39,0.9660594092644044
LME_023,Baltic Sea,LME,2019,937172.6469930056,937172.6469930056,0.0,1.0,117,117,250346631.3759637,250346631.3759636,250346631.37596357,225670148.64899933,229959848.8100546,0.004325517104731576,40,0.970384926369136
LME_015,South Brazil Shelf,LME,2019,292432.0999772061,292432.0999772061,0.0,1.0,264,264,226590038.89243436,226590038.8924343,226590038.8924343,177610722.1212687,192161835.32496005,0.003915048042005015,41,0.974299974411141
LME_031,Somali Coastal Current,LME,2019,237379.0786316204,237379.0786316204,0.0,1.0,205,205,220033882.6044375,220033882.60443756,220033882.6044375,156501852.68740436,180797899.8177598,0.003801770040183471,42,0.9781017444513245
LME_018,Canadian Eastern Arctic -West Greenland,LME,2019,219045.62416918145,219045.62416918145,0.0,1.0,61,61,208696707.97660503,208696707.97660503,208696707.976605,207626199.1110932,208407100.77841595,0.0036058850686043146,43,0.9817076295199287
LME_016,East Brazil Shelf,LME,2019,306003.2887419415,306003.2887419415,0.0,1.0,254,254,201658143.7250421,201658143.72504207,201658143.72504207,132379802.06755418,154874390.16322204,0.0034842719680183293,44,0.9851919014879471
LME_054,Northern Bering - Chukchi Seas,LME,2019,348828.221273396,348828.221273396,0.0,1.0,93,93,188778895.78178987,188778895.78178984,188778895.78178975,152040929.93117216,138060768.34332538,0.003261742881174122,45,0.9884536443691212
LME_033,Red Sea,LME,2019,147100.3417814472,147100.3417814472,0.0,1.0,193,193,114071139.38229904,114071139.38229902,114071139.38229904,74674605.88945664,87236027.58411431,0.0019709339080874414,46,0.9904245782772086
LME_006,Southeast U.S. Continental Shelf,LME,2019,115599.570034811,115599.570034811,0.0,1.0,283,283,104438774.10426636,104438774.10426632,104438774.10426632,65622920.65646398,91125601.58560155,0.0018045048231816352,47,0.9922290831003903
LME_065,Aleutian Islands,LME,2019,151507.6717909796,151507.6717909796,0.0,1.0,68,68,85526381.4039745,85526381.40397452,85526381.4039745,70379109.37733433,75180854.1365574,0.0014777343862602801,48,0.9937068174866506
LME_019,Greenland Sea,LME,2019,87093.8235737202,87093.8235737202,0.0,1.0,64,64,76279788.78654897,76279788.78654899,76279788.78654897,74591467.5388397,75872029.19055331,0.0013179707245432049,49,0.9950247882111938
LME_008,Scotian Shelf,LME,2019,148680.26073080715,148680.26073080715,0.0,1.0,92,92,75212513.43069898,75212513.43069899,75212513.43069899,64517927.31064559,61782823.81142751,0.001299530221542169,50,0.996324318432736
LME_010,Insular Pacific-Hawaiian,LME,2019,21171.9533963985,21171.9533963985,0.0,1.0,140,140,44813494.47199182,44813494.47199182,44813494.47199182,40663775.27641271,43231826.719544135,0.0007742925710483744,51,0.9970986110037844
LME_039,North Australian Shelf,LME,2019,44872.4444403339,44872.4444403339,0.0,1.0,452,452,32609919.10129194,32609919.101291947,32609919.101291936,21306232.562969238,23668195.99001727,0.000563437830504374,52,0.9976620488342888
LME_041,East-Central Australian Shelf,LME,2019,39281.024733703096,39281.024733703096,0.0,1.0,382,382,32154354.584904723,32154354.58490472,32154354.58490472,21227256.672829352,27004717.00709983,0.0005555665358234308,53,0.9982176153701121
LME_040,Northeast Australian Shelf-Great Barrier Reef,LME,2019,22842.5316976432,22842.5316976432,0.0,1.0,332,332,27661702.09258175,27661702.092581745,27661702.09258174,20349298.75019292,24055117.92563951,0.00047794198344040334,54,0.9986955573535525
LME_042,Southeast Australian Shelf,LME,2019,32645.7543579061,32645.7543579061,0.0,1.0,246,246,22122834.47721025,22122834.47721024,22122834.47721024,16994442.064237066,17411902.077911425,0.0003822408091148217,55,0.9990777981626674
LME_043,Southwest Australian Shelf,LME,2019,30450.9174249122,30450.9174249122,0.0,1.0,245,245,21615913.49973341,21615913.49973341,21615913.49973341,17708395.819334067,17052177.81094027,0.0003734821717536088,56,0.999451280334421
LME_045,Northwest Australian Shelf,LME,2019,44647.94498142931,44647.94498142931,0.0,1.0,410,410,19198827.203371964,19198827.203371964,19198827.203371964,14488054.060753897,15071326.5809076,0.0003317194843107629,57,0.9997829998187318
LME_044,West-Central Australian Shelf,LME,2019,19839.072931287603,19839.072931287603,0.0,1.0,411,411,8269244.800308174,8269244.800308174,8269244.800308176,6187071.010985136,5984450.086611022,0.00014287693679100925,58,0.9999258767555228
LME_063,Hudson Bay Complex,LME,2019,1269.735630608,1269.735630608,0.0,1.0,44,44,2919836.946188949,2919836.946188949,2919836.946188949,2767953.6523262,2896761.9589186287,5.04492694163734e-05,59,0.9999763260249391
LME_057,Laptev Sea,LME,2019,2616.1834162357,2616.1834162357,0.0,1.0,5,5,507104.9804889677,507104.9804889677,507104.9804889676,494176.8628170198,494181.0890332617,8.76181658584204e-06,60,0.999985087841525
