scientific_name,habitat,tl,source_rows
Leptocharias smithii,demersal,3.79,1
Leptocheirus hirsutimanus,benthic,2.0,1
Leptoclinus maculatus,demersal,3.28,1
Leptocottus armatus,demersal,3.46,1
Leptojulis cyanopleura,reef-associated,3.4,1
Leptojulis polylepis,demersal,3.65,1
Leptojulis urostigma,demersal,3.65,1
Leptomelanosoma indicum,demersal,3.86,1
Leptonychotes weddellii,bathydemersal,4.49,1
Leptoplana tremellaris,benthic,3.2,1
Leptoscarus vaigiensis,reef-associated,2.27,1
Leptostomias analis,pelagic-oceanic,4.5,1
Leptostomias bermudensis,pelagic-oceanic,4.2,1
Leptostomias bilobatus,pelagic-oceanic,4.2,1
Leptostomias gladiator,bathypelagic,4.2,1
Leptostomias gracilis,pelagic-oceanic,4.5,1
Leptostomias haplocaulus,pelagic-oceanic,4.5,1
Leptostomias leptobolus,pelagic-oceanic,4.2,1
Leptostomias longibarba,bathypelagic,4.5,1
Leptostomias macronema,pelagic-oceanic,4.5,1
Leptostomias macropogon,pelagic-oceanic,4.5,1
Leptostomias robustus,bathypelagic,4.5,1
Lepturacanthus pantului,benthopelagic,4.12,1
Lepturacanthus savala,benthopelagic,4.31,1
Lestidiops affinis,bathypelagic,4.2,1
Lestidiops ringens,bathypelagic,4.05,1
Lestradea stappersii,benthopelagic,3.5,1
Lesueurigobius friesii,demersal,3.15,1
Lesueurigobius suerii,demersal,3.55,1
Lesueurina platycephala,demersal,3.03,1
Lethenteron camtschaticum,demersal,4.5,1
Lethenteron kessleri,demersal,2.22,1
Lethenteron zanandreai,demersal,3.5,1
Lethotremus awae,demersal,3.5,1
Lethrinops altus,demersal,3.5,1
Lethrinops auritus,demersal,2.98,1
Lethrinops furcifer,demersal,3.2,1
Lethrinops gossei,demersal,3.2,1
Lethrinops lethrinus,demersal,3.5,1
Lethrinops longimanus,demersal,3.2,1
Lethrinops longipinnis,demersal,3.35,1
Lethrinops macracanthus,demersal,2.75,1
Lethrinops macrophthalmus,demersal,2.75,1
Lethrinops marginatus,demersal,3.5,1
Lethrinops micrentodon,demersal,2.0,1
Lethrinops microdon,demersal,2.0,1
Lethrinops microstoma,demersal,3.5,1
Lethrinops mylodon,demersal,3.37,1
Lethrinops parvidens,demersal,3.35,1
Lethrinops stridei,demersal,2.0,1
Lethrinus amboinensis,reef-associated,3.99,1
Lethrinus atkinsoni,reef-associated,3.79,1
Lethrinus atlanticus,reef-associated,3.54,1
Lethrinus borbonicus,reef-associated,3.47,1
Lethrinus conchyliatus,reef-associated,4.02,1
Lethrinus enigmaticus,reef-associated,3.83,1
Lethrinus erythracanthus,reef-associated,3.41,1
Lethrinus erythropterus,reef-associated,3.7,1
Lethrinus genivittatus,reef-associated,3.67,1
Lethrinus harak,reef-associated,3.59,1
Lethrinus laticaudis,reef-associated,4.46,1
Lethrinus lentjan,reef-associated,3.94,1
Lethrinus mahsena,reef-associated,3.43,1
Lethrinus microdon,reef-associated,3.79,1
Lethrinus miniatus,reef-associated,4.19,1
Lethrinus nebulosus,reef-associated,3.76,1
Lethrinus obsoletus,reef-associated,3.89,1
Lethrinus olivaceus,reef-associated,3.95,1
Lethrinus ornatus,reef-associated,3.37,1
Lethrinus reticulatus,reef-associated,3.61,1
Lethrinus rubrioperculatus,reef-associated,3.75,1
Lethrinus semicinctus,reef-associated,4.01,1
Lethrinus variegatus,reef-associated,3.84,1
Lethrinus xanthochilus,reef-associated,3.78,1
Leucaspius delineatus,pelagic,3.24,1
Leuciscus aspius,benthopelagic,4.47,1
Leuciscus baicalensis,benthopelagic,2.79,1
Leuciscus idus,benthopelagic,3.79,1
Leuciscus leuciscus,benthopelagic,2.87,1
Leuciscus merzbacheri,benthopelagic,2.36,1
Leuciscus waleckii,benthopelagic,2.49,1
Leucophaeus scoresbii,others,3.1,1
Leucoraja circularis,demersal,3.5,1
Leucoraja erinacea,demersal,3.61,1
Leucoraja fullonica,bathydemersal,3.5,1
Leucoraja garmani,reef-associated,3.59,1
Leucoraja melitensis,bathydemersal,3.285,1
Leucoraja naevus,demersal,4.21,1
Leucoraja ocellata,demersal,4.43,1
Leucoraja wallacei,bathydemersal,3.9,1
Leucos aula,benthopelagic,2.8,1
Leuroglossus schmidti,bathypelagic,3.12,1
Leuroglossus stilbius,bathypelagic,3.26,1
Lichia amia,pelagic-neritic,4.5,1
Lignobrycon myersi,pelagic,3.37,1
Liguriella podophthalma,bathypelagic,4.5,1
Lile stolifera,pelagic-neritic,3.49,1
Limanda aspera,demersal,3.49,1
Limanda ferruginea,demersal,3.28,1
Limanda limanda,demersal,3.29,1
Limanda proboscidea,demersal,3.1,1
Limanda sakhalinensis,demersal,3.58,1
Limia melanogaster,benthopelagic,2.94,1
Limia vittata,demersal,2.93,1
Limnichthys fasciatus,reef-associated,3.0,1
Limnocottus bergianus,bathydemersal,3.9,1
Limnocottus godlewskii,bathydemersal,3.3,1
Limnothrissa miodon,pelagic,1.64,1
Limnotilapia dardennii,demersal,3.15,1
Limulus polyphemus,benthic,2.95,1
Linckia laevigata,reef-associated,3.22,1
Lindbergichthys nudifrons,demersal,3.45,1
Lineus bilineatus,demersal,3.061,1
Linophryne quinqueramosa,bathypelagic,4.29,1
Linuparus trigonus,benthic,3.59,1
Liobagrus reinii,benthopelagic,3.2,1
Liocranchia reinhardti,bathypelagic,4.5,1
Liopropoma latifasciatum,reef-associated,3.97,1
Liopsetta glacialis,demersal,3.43,1
Liopsetta pinnifasciata,demersal,3.26,1
Liparis atlanticus,demersal,3.28,1
Liparis callyodon,demersal,3.35,1
Liparis dennyi,demersal,3.5,1
Liparis fabricii,bathydemersal,3.33,1
Liparis fucensis,bathydemersal,3.55,1
Liparis gibbus,demersal,3.74,1
Liparis inquilinus,demersal,3.285,1
Liparis liparis,demersal,3.59,1
Liparis montagui,demersal,3.45,1
Liparis ochotensis,demersal,3.36,1
Liparis pulchellus,demersal,3.62,1
Liparis tanakae,demersal,3.42,1
Liparis tessellatus,bathydemersal,3.2,1
Liparis tunicatus,demersal,3.5,1
Lipocheilus carnolabrum,demersal,3.88,1
Lipogenys gillii,bathydemersal,3.5,1
Lipolagus ochotensis,bathypelagic,3.3,1
Lipophrys pholis,demersal,3.12,1
Lipophrys trigloides,demersal,4.49,1
Listrura tetraradiata,benthopelagic,3.12,1
Lithodes aequispinus,benthic,3.54,1
Lithodoras dorsalis,demersal,2.0,1
Lithognathus aureti,benthopelagic,3.39,1
Lithognathus lithognathus,benthopelagic,3.11,1
Lithognathus mormyrus,demersal,3.42,1
Litobranchus fowleri,reef-associated,2.0,1
Littoraria angulifera,others,2.0,1
Littorina keenae,demersal,2.0,1
Littorina littorea,benthic,2.0,1
Littorina spp,benthic,2.0,1
Liza affinis,pelagic-neritic,2.0,1
Liza alata,benthopelagic,2.33,1
Liza argentea,demersal,2.89,1
Liza aurata,pelagic-neritic,2.84,1
Liza dumerili,demersal,2.68,1
Liza falcipinnis,demersal,2.28,1
Liza grandisquamis,pelagic-neritic,2.02,1
Liza haematocheila,pelagic-neritic,2.5,1
Liza persicus,demersal,2.46,1
Liza ramada,pelagic-neritic,2.34,1
Liza richardsonii,demersal,2.38,1
Liza saliens,demersal,3.04,1
Liza tricuspidens,pelagic-neritic,2.48,1
Lobianchia dofleini,bathypelagic,3.02,1
Lobianchia gemellarii,bathypelagic,3.0,1
Lobiger souverbii,demersal,2.0,1
Lobocheilos cryptopogon,benthopelagic,2.0,1
Lobocheilos davisi,demersal,2.0,1
Lobocheilos delacouri,benthopelagic,2.0,1
Lobocheilos gracilis,demersal,2.0,1
Lobocheilos melanotaenia,demersal,2.0,1
Lobocheilos rhabdoura,benthopelagic,2.0,1
Lobochilotes labiatus,benthopelagic,3.3,1
Lobodon carcinophaga,bathypelagic,4.5,1
Lobotes surinamensis,benthopelagic,4.04,1
Loligo forbesii,demersal,4.29,1
Loligo reynaudii,benthopelagic,4.5,1
Loligo spp,benthopelagic,4.26,1
Loligo vulgaris,benthopelagic,4.1,1
Loligo vulgaris vulgaris,demersal,4.13,1
Lolliguncula brevis,benthic,4.5,1
Lolliguncula panamensis,benthopelagic,4.26,1
Lonchopisthus higmani,demersal,3.85,1
Lonchopisthus sinuscalifornicus,demersal,3.45,1
Lonchurus elegans,demersal,3.27,1
Lophiobagrus cyclurus,demersal,3.3,1
Lophiobrycon weitzmani,benthopelagic,3.27,1
Lophiodes caulinaris,demersal,4.5,1
Lophiodes fimbriatus,demersal,4.2,1
Lophiodes insidiator,bathydemersal,4.2,1
Lophiodes kempi,demersal,4.5,1
Lophiodes mutilus,bathydemersal,4.2,1
Lophiodes spilurus,demersal,4.01,1
Lophiomus setigerus,demersal,4.04,1
Lophius americanus,demersal,4.51,1
Lophius budegassa,bathydemersal,4.41,1
Lophius gastrophysus,bathydemersal,4.49,1
Lophius litulon,bathydemersal,4.13,1
Lophius piscatorius,bathydemersal,4.45,1
Lophius spp,demersal,4.42,1
Lophius vaillanti,bathydemersal,4.5,1
Lophius vomerinus,bathydemersal,4.46,1
Lophodiodon calori,demersal,3.5,1
Lopholatilus chamaeleonticeps,demersal,3.85,1
Lophonectes gallus,demersal,3.5,1
Lophotus lacepede,bathypelagic,4.5,1
Loricariichthys acutus,demersal,2.67,1
Loricariichthys platymetopon,demersal,2.45,1
Lota lota,demersal,3.84,1
Lottia gigantea,benthic,2.0,1
Lottia limatula,demersal,2.0,1
Loxechinus albus,demersal,2.0,1
Loxodon macrorhinus,demersal,3.95,1
Lubricogobius dinah,reef-associated,3.4,1
Lucifer chacei,pelagic,2.25,1
Lucifuga dentata,demersal,3.285,1
Lucifuga subterranea,demersal,3.285,1
Lucinoma borealis,benthic,2.0,1
Luciobarbus bocagei,benthopelagic,3.18,1
Luciobarbus brachycephalus,benthopelagic,2.85,1
Luciobarbus comizo,benthopelagic,3.4,1
Luciobarbus graecus,benthopelagic,2.74,1
Luciobarbus graellsii,benthopelagic,2.76,1
Luciobarbus guiraonis,benthopelagic,3.08,1
Luciobarbus microcephalus,benthopelagic,2.81,1
Luciobarbus sclateri,benthopelagic,2.64,1
Luciosoma bleekeri,pelagic,3.78,1
Luciosoma setigerum,pelagic,4.2,1
Luidia foliolata,benthic,3.35,1
Luidia maculata,reef-associated,3.5,1
Lumbrineris gracilis,benthic,3.061,1
Lumpenella longirostris,demersal,3.1,1
Lumpenopsis hypochroma,benthopelagic,3.0,1
Lumpenus fabricii,demersal,3.28,1
Lumpenus lampretaeformis,demersal,3.59,1
Lumpenus sagitta,benthopelagic,3.29,1
Lupinoblennius paivai,demersal,3.37,1
Lutjanus adetii,reef-associated,3.73,1
Lutjanus agennes,reef-associated,4.01,1
Lutjanus analis,reef-associated,3.91,1
Lutjanus apodus,reef-associated,4.25,1
Lutjanus aratus,reef-associated,4.09,1
Lutjanus argentimaculatus,reef-associated,3.58,1
Lutjanus argentiventris,reef-associated,4.04,1
Lutjanus bengalensis,reef-associated,3.78,1
Lutjanus biguttatus,reef-associated,4.13,1
Lutjanus bohar,reef-associated,4.27,1
Lutjanus boutton,reef-associated,3.84,1
Lutjanus buccanella,reef-associated,3.9,1
Lutjanus campechanus,reef-associated,4.01,1
Lutjanus carponotatus,reef-associated,3.89,1
Lutjanus colorado,reef-associated,3.06,1
Lutjanus cyanopterus,reef-associated,4.36,1
Lutjanus decussatus,reef-associated,4.02,1
Lutjanus dentatus,reef-associated,4.01,1
Lutjanus ehrenbergii,reef-associated,4.25,1
Lutjanus erythropterus,reef-associated,4.5,1
Lutjanus fulgens,demersal,4.0,1
Lutjanus fulviflamma,reef-associated,3.79,1
Lutjanus fulvus,reef-associated,3.61,1
Lutjanus gibbus,reef-associated,4.12,1
Lutjanus goreensis,reef-associated,4.02,1
Lutjanus griseus,reef-associated,4.23,1
Lutjanus guilcheri,demersal,3.65,1
Lutjanus guttatus,reef-associated,4.04,1
Lutjanus inermis,reef-associated,3.83,1
Lutjanus jocu,reef-associated,4.41,1
Lutjanus johnii,reef-associated,4.2,1
Lutjanus jordani,reef-associated,4.45,1
Lutjanus kasmira,reef-associated,3.87,1
Lutjanus lemniscatus,reef-associated,3.98,1
Lutjanus lunulatus,reef-associated,3.98,1
Lutjanus lutjanus,bathydemersal,4.05,1
Lutjanus mahogoni,reef-associated,4.33,1
Lutjanus malabaricus,reef-associated,4.48,1
Lutjanus monostigma,reef-associated,4.27,1
Lutjanus notatus,reef-associated,4.0,1
Lutjanus novemfasciatus,reef-associated,4.1,1
Lutjanus peru,reef-associated,4.02,1
Lutjanus purpureus,demersal,3.58,1
Lutjanus quinquelineatus,reef-associated,3.68,1
Lutjanus rivulatus,reef-associated,4.13,1
Lutjanus russellii,reef-associated,4.1,1
Lutjanus sanguineus,reef-associated,4.49,1
Lutjanus sebae,reef-associated,4.09,1
Lutjanus semicinctus,reef-associated,4.01,1
Lutjanus spp,reef-associated,4.0,1
Lutjanus stellatus,reef-associated,4.01,1
Lutjanus synagris,reef-associated,3.82,1
Lutjanus timoriensis,reef-associated,4.01,1
Lutjanus viridis,reef-associated,4.16,1
Lutjanus vitta,reef-associated,3.96,1
Lutjanus vivanus,reef-associated,3.09,1
Lutra felina,bathydemersal,3.87,1
Lutra lutra,pelagic,4.16,1
Luvarus imperialis,pelagic-oceanic,3.79,1
Luxilus chrysocephalus,demersal,3.27,1
Luxilus cornutus,demersal,2.75,1
Luzonichthys waitei,reef-associated,3.4,1
Luzonichthys whitleyi,reef-associated,3.4,1
Lycenchelys callista,bathydemersal,3.32,1
Lycenchelys fedorovi,bathydemersal,3.28,1
Lycenchelys folletti,bathydemersal,3.37,1
Lycenchelys kolthoffi,bathydemersal,3.1,1
Lycenchelys muraena,bathydemersal,3.5,1
Lycenchelys paxillus,bathydemersal,3.54,1
Lycenchelys sarsii,bathydemersal,3.21,1
Lycengraulis batesii,pelagic,3.85,1
Lycengraulis grossidens,pelagic-neritic,3.67,1
Lycengraulis poeyi,pelagic-neritic,4.2,1
Lycodes adolfi,bathydemersal,3.5,1
Lycodes albolineatus,bathydemersal,3.17,1
Lycodes brevipes,demersal,4.21,1
Lycodes brunneofasciatus,demersal,3.34,1
Lycodes esmarkii,bathydemersal,3.34,1
Lycodes eudipleurostictus,demersal,3.43,1
Lycodes frigidus,bathydemersal,4.47,1
Lycodes jugoricus,demersal,3.16,1
Lycodes lavalaei,demersal,3.93,1
Lycodes luetkenii,bathydemersal,3.95,1
Lycodes mcallisteri,bathydemersal,4.5,1
Lycodes mucosus,demersal,3.92,1
Lycodes pacificus,bathydemersal,3.28,1
Lycodes palearis,bathydemersal,3.48,1
Lycodes pallidus,demersal,3.21,1
Lycodes polaris,demersal,3.32,1
Lycodes raridens,demersal,3.24,1
Lycodes reticulatus,bathydemersal,3.49,1
Lycodes rossi,demersal,3.54,1
Lycodes sagittarius,bathydemersal,3.22,1
Lycodes seminudus,bathydemersal,3.36,1
Lycodes spp,demersal,3.56,1
Lycodes terraenovae,bathydemersal,3.45,1
Lycodes vahlii,bathydemersal,3.36,1
Lycodichthys dearborni,bathydemersal,3.19,1
Lycodonus flagellicauda,bathydemersal,3.5,1
Lycodonus mirabilis,bathydemersal,3.49,1
Lycothrissa crocodilus,pelagic,3.71,1
Lyopsetta exilis,bathydemersal,3.45,1
Lythrurus ardens,benthopelagic,3.33,1
Lythrurus umbratilis,benthopelagic,3.03,1
Lythrypnus dalli,demersal,3.21,1
Lythrypnus gilberti,reef-associated,3.5,1
Lythrypnus rhizophora,reef-associated,3.45,1
Lythrypnus zebra,demersal,3.21,1
Maccullochella macquariensis,demersal,3.97,1
Maccullochella peelii,demersal,4.15,1
Macolor macularis,reef-associated,3.97,1
Macolor niger,reef-associated,4.01,1
Macquaria ambigua,demersal,3.69,1
Macquaria australasica,benthopelagic,3.25,1
Macrhybopsis aestivalis,demersal,3.2,1
Macrhybopsis storeriana,demersal,3.63,1
Macrochirichthys macrochirus,benthopelagic,3.7,1
Macrodon ancylodon,demersal,3.9,1
Macrodon mordax,benthopelagic,4.16,1
Macrodontogobius wilburi,reef-associated,2.78,1
Macrognathus aral,benthopelagic,3.13,1
Macrognathus circumcinctus,demersal,4.01,1
Macrognathus maculatus,benthopelagic,3.25,1
Macrognathus pancalus,benthopelagic,3.52,1
Macrognathus siamensis,benthopelagic,3.26,1
Macrognathus taeniagaster,benthopelagic,3.28,1
Macronectes giganteus,others,4.27,1
Macronectes halli,others,4.18,1
Macroparalepis brevis,pelagic-oceanic,3.4,1
Macropharyngodon bipartitus,reef-associated,3.5,1
Macropharyngodon geoffroy,reef-associated,4.3,1
Macropharyngodon meleagris,reef-associated,3.09,1
Macrophiothrix longipeda,reef-associated,3.98,1
Macropodus opercularis,pelagic,3.78,1
Macroramphosus scolopax,demersal,3.47,1
Macrorhamphosodes uradoi,demersal,4.4,1
Macrosetella gracilis,pelagic,2.0,1
Macrotocinclus affinis,demersal,2.0,1
Macrotritopus defilippi,benthic,3.5,1
Macrourus berglax,benthopelagic,4.48,1
Macrourus holotrachys,bathydemersal,3.71,1
Macrourus spp,demersal,3.89,1
Macrourus whitsoni,bathypelagic,3.47,1
Macruronus magellanicus,benthopelagic,3.93,1
Macruronus novaezelandiae,benthopelagic,4.53,1
Madrella sanguinea,demersal,3.5,1
Magelona mirabilis,benthic,2.0,1
Magnisudis atlantica,pelagic-oceanic,3.65,1
Magnisudis prionosa,bathypelagic,4.5,1
Mahidolia mystacina,reef-associated,3.97,1
Maja squinado,demersal,2.94,1
Makaira mazara,pelagic-oceanic,4.46,1
Makaira nigricans,pelagic-oceanic,4.49,1
Malacanthus brevirostris,reef-associated,3.5,1
Malacanthus latovittatus,reef-associated,3.5,1
Malacanthus plumieri,reef-associated,3.71,1
Malacocephalus laevis,bathydemersal,4.24,1
Malacocephalus occidentalis,bathydemersal,3.87,1
Malacoceros girardi,benthic,2.0,1
Malacocottus kincaidi,bathydemersal,3.4,1
Malacocottus zonurus,bathydemersal,3.79,1
Malacoctenus aurolineatus,reef-associated,3.15,1
Malacoctenus delalandii,reef-associated,3.35,1
Malacoctenus ebisui,demersal,3.5,1
Malacoctenus gigas,reef-associated,3.5,1
Malacoctenus hubbsi,demersal,3.5,1
Malacoctenus margaritae,demersal,3.5,1
Malacoctenus triangulatus,reef-associated,3.5,1
Malacoctenus versicolor,reef-associated,3.08,1
Malacoctenus zacae,demersal,3.5,1
Malacoctenus zonifer,demersal,3.5,1
Malacoraja senta,bathydemersal,3.47,1
Malacoraja spinacidermis,bathydemersal,3.5,1
Malacosteus niger,bathypelagic,3.72,1
Malakichthys griseus,pelagic-oceanic,3.2,1
Malakichthys wakiyae,pelagic-neritic,4.0,1
Malapterurus electricus,benthopelagic,2.93,1
Maldane sarsi,benthic,2.0,1
Mallotus villosus,pelagic-oceanic,3.15,1
Malpulutta kretseri,demersal,3.52,1
Manania distincta,sessile,3.0,1
Mancopsetta maculata,demersal,3.66,1
Manducus maderensis,bathypelagic,3.5,1
Manta birostris,reef-associated,3.46,1
Marcusenius cyprinoides,demersal,3.04,1
Marcusenius macrolepidotus,demersal,3.2,1
Marcusenius mento,demersal,2.46,1
Marcusenius senegalensis,demersal,3.2,1
Marcusenius thomasi,demersal,2.52,1
Marcusenius victoriae,demersal,3.35,1
Marenzelleria viridis,benthic,2.0,1
Margariscus margarita,demersal,3.05,1
Margrethia obtusirostra,bathypelagic,3.5,1
Maroubra yasudai,demersal,3.77,1
Martialia hyadesi,pelagic,4.36,1
Marukawichthys ambulator,bathydemersal,4.1,1
Mastacembelus armatus,demersal,3.34,1
Mastacembelus erythrotaenia,demersal,2.74,1
Mastacembelus favus,demersal,2.77,1
Mastacembelus frenatus,demersal,3.87,1
Mastacembelus moorii,demersal,4.2,1
Mastacembelus shiranus,benthopelagic,4.0,1
Mastigoteuthis agassizii,demersal,3.5,1
Matsubaraea fusiforme,demersal,3.2,1
Maurolicus muelleri,bathypelagic,3.01,1
Maxillicosta scabriceps,demersal,3.37,1
Maylandia aurora,demersal,2.0,1
Maylandia barlowi,demersal,3.4,1
Maylandia elegans,demersal,3.95,1
Maylandia estherae,demersal,2.0,1
Maylandia greshakei,demersal,2.0,1
Maylandia hajomaylandi,demersal,3.4,1
Maylandia heteropicta,demersal,2.68,1
Maylandia livingstonii,demersal,3.68,1
Maylandia lombardoi,demersal,2.67,1
Maylandia pursa,demersal,2.0,1
Maylandia xanstomachus,demersal,2.0,1
Maylandia zebra,demersal,2.26,1
Mccoskerichthys sandae,demersal,3.26,1
Mchenga conophoros,benthopelagic,3.4,1
Mchenga cyclicos,benthopelagic,3.4,1
Mchenga eucinostomus,benthopelagic,3.02,1
Mchenga flavimanus,benthopelagic,3.4,1
Mchenga inornata,benthopelagic,3.4,1
Mchenga thinos,benthopelagic,3.4,1
Mecaenichthys immaculatus,reef-associated,2.0,1
Medialuna californiensis,demersal,2.67,1
Mediaster aequalis,benthic,3.22,1
Megachasma pelagios,pelagic-oceanic,3.38,1
Megadyptes antipodes,others,4.28,1
Megalaspis cordyla,reef-associated,4.24,1
Megalechis picta,demersal,2.95,1
Megalobrama mantschuricus,benthopelagic,3.25,1
Megalocottus platycephalus,demersal,4.09,1
Megalodoras uranoscopus,demersal,2.69,1
Megalomycter teevani,bathypelagic,3.0,1
Megalonema platycephalum,demersal,4.04,1
Megalops atlanticus,reef-associated,4.5,1
Megalops cyprinoides,benthopelagic,3.48,1
Megaluropus agilis,demersal,2.0,1
Megaluropus monasteriensis,benthic,2.0,1
Megamphopus cornutus,benthic,2.0,1
Meganyctiphanes norvegica,pelagic,3.78,1
Megaptera novaeangliae,pelagic,3.6,1
Megathura crenulata,benthic,2.5,1
Meiacanthus atrodorsalis,reef-associated,3.45,1
Meiacanthus bundoon,reef-associated,3.4,1
Meiacanthus ditrema,reef-associated,3.4,1
Meiacanthus kamoharai,reef-associated,2.7,1
Meiacanthus nigrolineatus,reef-associated,3.4,1
Mekongina erythrospila,benthopelagic,2.0,1
Melamphaes danae,bathypelagic,3.23,1
Melamphaes simus,bathypelagic,3.0,1
Melanitta fusca,others,3.31,1
Melanitta nigra,others,3.91,1
Melanitta perspicillata,others,3.49,1
Melanocetus johnsonii,bathypelagic,4.07,1
Melanochromis auratus,demersal,2.0,1
Melanochromis baliodigma,benthopelagic,4.26,1
Melanochromis chipokae,demersal,4.2,1
Melanochromis dialeptos,benthopelagic,2.0,1
Melanochromis lepidiadaptes,benthopelagic,4.4,1
Melanochromis vermivorus,demersal,2.67,1
Melanogrammus aeglefinus,demersal,4.03,1
Melanolagus bericoides,bathypelagic,3.4,1
Melanostigma atlanticum,bathypelagic,3.0,1
Melanostomias bartonbeani,bathypelagic,4.5,1
Melanostomias biseriatus,bathypelagic,4.2,1
Melanostomias melanops,bathypelagic,4.2,1
Melanostomias tentaculatus,bathypelagic,4.2,1
Melanostomias valdiviae,bathypelagic,4.2,1
Melanotaenia exquisita,benthopelagic,2.93,1
Melanotaenia gracilis,benthopelagic,2.99,1
Melanotaenia nigrans,benthopelagic,2.87,1
Melanotaenia splendida splendida,benthopelagic,2.72,1
Melicertum octocostatum,pelagic,3.68,1
Melicertus canaliculatus,benthic,3.77,1
Melichthys indicus,reef-associated,2.95,1
Melichthys niger,reef-associated,2.39,1
Melichthys vidua,reef-associated,3.38,1
Melinna cristata,benthic,2.0,1
Melinna palmata,benthic,2.0,1
Melita obtusata,benthic,2.0,1
Membras analis,pelagic-neritic,3.4,1
Membras martinica,pelagic-neritic,3.04,1
Mendosoma lineatum,demersal,3.94,1
Mene maculata,reef-associated,3.45,1
Menidia beryllina,pelagic-neritic,3.14,1
Menidia extensa,pelagic,3.11,1
Menidia menidia,pelagic-neritic,3.19,1
Menticirrhus americanus,demersal,3.5,1
Menticirrhus elongatus,demersal,3.4,1
Menticirrhus littoralis,demersal,3.92,1
Menticirrhus nasus,demersal,3.41,1
Menticirrhus ophicephalus,demersal,3.36,1
Menticirrhus paitensis,demersal,3.37,1
Menticirrhus panamensis,benthopelagic,3.37,1
Menticirrhus saxatilis,demersal,3.56,1
Menticirrhus undulatus,demersal,3.34,1
Mergus serrator,others,4.5,1
Merlangius merlangus,benthopelagic,4.36,1
Merluccius albidus,bathydemersal,3.43,1
Merluccius australis,benthopelagic,4.45,1
Merluccius bilinearis,demersal,4.49,1
Merluccius capensis,bathydemersal,4.46,1
Merluccius gayi gayi,bathydemersal,4.26,1
Merluccius gayi peruanus,bathydemersal,4.4,1
Merluccius hubbsi,benthopelagic,4.23,1
Merluccius merluccius,demersal,4.42,1
Merluccius paradoxus,bathydemersal,4.91,1
Merluccius polli,bathydemersal,4.5,1
Merluccius productus,pelagic-oceanic,4.35,1
Merluccius senegalensis,demersal,4.5,1
Merluccius spp,demersal,4.37,1
Mesobola brevianalis,benthopelagic,3.17,1
Mesogobius batrachocephalus,demersal,4.2,1
Mesonauta acora,benthopelagic,3.26,1
Mesonauta festivus,benthopelagic,2.51,1
Mesonauta insignis,benthopelagic,3.39,1
Mesonychoteuthis hamiltoni,pelagic,4.14,1
Mesopotamichthys sharpeyi,benthopelagic,2.0,1
Mesopristes argenteus,benthopelagic,4.02,1
Mesopristes cancellatus,pelagic-neritic,2.95,1
Metacarcinus edwardsii,benthic,3.55,1
Metacarcinus magister,demersal,4.0,1
Metanephrops andamanicus,benthic,3.96,1
Metanephrops australiensis,demersal,3.82,1
Metanephrops boschmai,benthic,4.01,1
Metaphoxus fultoni,demersal,2.68,1
Metelectrona herwigi,pelagic-oceanic,3.24,1
Metynnis maculatus,pelagic,2.9,1
Meuschenia freycineti,demersal,2.34,1
Meuschenia scaber,demersal,3.11,1
Micralestes acutidens,pelagic,2.88,1
Micralestes elongatus,pelagic,3.26,1
Micrenophrys lilljeborgii,demersal,3.79,1
Microcanthus strigatus,reef-associated,3.0,1
Microcephalophis gracilis,reef-associated,4.5,1
Microchirus azevia,demersal,3.18,1
Microchirus spp,demersal,3.23,1
Microchirus variegatus,demersal,3.28,1
Microcottus sellaris,demersal,3.4,1
Microctenopoma intermedium,benthopelagic,3.2,1
Microdeutopus anomalus,benthic,2.0,1
Microdeutopus versiculatus,benthic,2.74,1
Microgadus proximus,demersal,3.58,1
Microgadus tomcod,demersal,3.26,1
Microglanis iheringi,demersal,3.5,1
Microglanis secundus,demersal,3.2,1
Microgobius gulosus,demersal,2.4,1
Microgobius meeki,demersal,3.52,1
Microlepidotus inornatus,reef-associated,3.55,1
Microlipophrys adriaticus,demersal,3.36,1
Microlipophrys canevae,demersal,2.13,1
Microlipophrys dalmatinus,demersal,4.0,1
Microlipophrys nigriceps,demersal,3.18,1
Micromelo undatus,demersal,3.061,1
Micromesistius australis,benthopelagic,3.76,1
Micromesistius poutassou,bathypelagic,4.13,1
Micrometrus aurora,demersal,2.7,1
Micrometrus minimus,demersal,2.78,1
Micronema hexapterus,benthopelagic,3.71,1
Micronema moorei,benthopelagic,3.77,1
Micropanchax macrophthalmus,benthopelagic,3.25,1
Micropercops  cinctus,demersal,2.95,1
Microphis brachyurus,demersal,3.32,1
Microphis fluviatilis,demersal,3.4,1
Microphthalmus similis,benthic,2.0,1
Micropogonias altipinnis,benthopelagic,3.67,1
Micropogonias ectenes,demersal,3.4,1
Micropogonias furnieri,demersal,3.09,1
Micropogonias undulatus,demersal,3.31,1
Microprotopus longimanus,benthic,2.0,1
Micropterus dolomieu,benthopelagic,3.56,1
Micropterus notius,demersal,4.09,1
Micropterus punctulatus,demersal,3.56,1
Micropterus salmoides,benthopelagic,3.84,1
Microspathodon bairdii,reef-associated,2.52,1
Microspathodon chrysurus,reef-associated,2.1,1
Microspathodon dorsalis,reef-associated,2.1,1
Microstoma microstoma,bathypelagic,3.4,1
Microstomus achne,demersal,3.36,1
Microstomus kitt,demersal,3.22,1
Microstomus pacificus,demersal,3.22,1
