scientific_name,habitat,tl,source_rows
Craterocephalus stercusmuscarum,pelagic,3.2,1
Craterocephalus stramineus,benthopelagic,2.99,1
Cratinus agassizii,demersal,4.2,1
Creagrus furcatus,others,4.37,1
Creagrutus hildebrandi,benthopelagic,2.74,1
Creagrutus nigrostigmatus,benthopelagic,2.0,1
Creagrutus paralacus,benthopelagic,2.0,1
Creagrutus tuyuka,demersal,3.2,1
Cremnochorites capensis,demersal,3.3,1
Crenicichla anthurus,benthopelagic,2.82,1
Crenicichla britskii,benthopelagic,3.14,1
Crenicichla johanna,benthopelagic,3.13,1
Crenicichla lepidota,benthopelagic,3.56,1
Crenicichla saxatilis,benthopelagic,3.28,1
Crenicichla sedentaria,benthopelagic,3.81,1
Crenidens crenidens,demersal,2.8,1
Crenimugil crenilabis,reef-associated,2.29,1
Crenuchus spilurus,pelagic,3.25,1
Crepidula adunca,demersal,3.91,1
Cristiceps aurantiacus,benthopelagic,3.98,1
Cristiceps australis,benthopelagic,3.9,1
Crocodilichthys gracilis,demersal,2.72,1
Crocodylus porosus,pelagic,3.79,1
Croilia mossambica,demersal,3.26,1
Cromileptes altivelis,reef-associated,4.5,1
Cronia margariticola,demersal,3.53,1
Crossocheilus cobitis,benthopelagic,2.38,1
Crossocheilus oblongus,benthopelagic,2.0,1
Crossocheilus reticulatus,benthopelagic,2.27,1
Crossoloricaria bahuaja,demersal,2.39,1
Crossorhombus azureus,demersal,3.5,1
Crossorhombus howensis,demersal,3.5,1
Crossorhombus kobensis,demersal,3.5,1
Crossostomus fasciatus,demersal,3.061,1
Cruriraja parcomaculata,bathydemersal,3.64,1
Cryodraco antarcticus,bathydemersal,3.57,1
Cryothenia peninsulae,pelagic-oceanic,3.2,1
Cryptacanthodes aleutensis,demersal,3.0,1
Cryptacanthodes maculatus,demersal,3.5,1
Cryptarius truncatus,demersal,4.02,1
Cryptocentrus caeruleomaculatus,reef-associated,2.97,1
Cryptoheros myrnae,benthopelagic,2.0,1
Cryptoheros panamensis,benthopelagic,2.0,1
Cryptoheros sajica,benthopelagic,2.28,1
Cryptoheros septemfasciatus,benthopelagic,2.22,1
Cryptoheros spilurus,benthopelagic,2.0,1
Cryptopsaras couesii,bathypelagic,4.5,1
Cryptotomus roseus,reef-associated,2.0,1
Crystallogobius linearis,demersal,3.4,1
Ctenacis fehlmanni,demersal,3.5,1
Ctenobrycon hauxwellianus,pelagic,2.46,1
Ctenobrycon spilurus,pelagic,3.09,1
Ctenochaetus binotatus,reef-associated,2.0,1
Ctenochaetus hawaiiensis,reef-associated,2.0,1
Ctenochaetus marginatus,reef-associated,2.0,1
Ctenochaetus striatus,reef-associated,2.0,1
Ctenochaetus strigosus,reef-associated,2.0,1
Ctenochromis benthicola,benthopelagic,3.4,1
Ctenogobiops crocineus,reef-associated,3.48,1
Ctenogobiops pomastictus,reef-associated,3.25,1
Ctenogobius boleosoma,reef-associated,3.25,1
Ctenogobius saepepallens,reef-associated,3.35,1
Ctenolabrus rupestris,reef-associated,3.58,1
Ctenolucius beani,pelagic,4.02,1
Ctenolucius hujeta,pelagic,4.2,1
Ctenopharyngodon idella,demersal,2.0,1
Ctenopharynx intermedius,benthopelagic,3.4,1
Ctenopharynx nitidus,benthopelagic,3.5,1
Ctenopharynx pictus,benthopelagic,3.0,1
Ctenopoma multispine,benthopelagic,3.78,1
Ctenopoma muriei,benthopelagic,3.02,1
Ctenopoma petherici,benthopelagic,3.16,1
Ctenosciaena gracilicirrhus,demersal,3.87,1
Ctenosciaena peruviana,benthopelagic,3.37,1
Cubanichthys pengelleyi,demersal,3.27,1
Cubiceps baxteri,pelagic-oceanic,3.41,1
Cubiceps caeruleus,pelagic-oceanic,3.61,1
Cubiceps capensis,pelagic-oceanic,3.49,1
Cubiceps gracilis,pelagic-oceanic,3.59,1
Cubiceps macrolepis,pelagic-oceanic,3.66,1
Cubiceps nanus,pelagic-oceanic,3.63,1
Cubiceps pauciradiatus,bathypelagic,3.64,1
Cubiceps whiteleggii,benthopelagic,3.47,1
Culaea inconstans,demersal,3.19,1
Culcita novaeguineae,reef-associated,3.95,1
Cultellus pellucidus,benthic,2.0,1
Curimata cyprinoides,benthopelagic,2.41,1
Curimata inornata,benthopelagic,2.0,1
Curimata knerii,benthopelagic,2.0,1
Curimata vittata,benthopelagic,2.0,1
Curimatella immaculata,benthopelagic,2.25,1
Curimatella meyeri,benthopelagic,2.0,1
Cyanea capillata,pelagic,3.45,1
Cyathochromis obliquidens,benthopelagic,2.0,1
Cyathopharynx furcifer,benthopelagic,3.4,1
Cyclichthys hardenbergi,demersal,3.5,1
Cyclichthys orbicularis,reef-associated,3.63,1
Cyclichthys spilostylus,reef-associated,3.46,1
Cyclocheilichthys apogon,benthopelagic,2.9,1
Cyclocheilichthys enoplos,benthopelagic,3.15,1
Cyclocheilichthys furcatus,benthopelagic,3.65,1
Cyclocheilichthys lagleri,benthopelagic,3.38,1
Cyclocheilichthys schoppeae,demersal,2.93,1
Cyclopsetta querna,demersal,3.97,1
Cyclopteropsis jordani,demersal,3.38,1
Cyclopterus lumpus,benthopelagic,3.89,1
Cyclothone acclinidens,bathypelagic,3.55,1
Cyclothone braueri,bathypelagic,3.08,1
Cyclothone microdon,bathypelagic,3.04,1
Cyclothone pallida,bathypelagic,3.23,1
Cyclothone pseudopallida,bathypelagic,3.13,1
Cyclothone pygmaea,bathypelagic,3.4,1
Cyclothone signata,bathypelagic,3.0,1
Cyerce nigricans,benthic,2.0,1
Cygnodraco mawsoni,demersal,4.06,1
Cymatium aquatile,benthic,3.23,1
Cymatium muricinum,benthic,3.23,1
Cymatium nicobaricum,benthic,3.23,1
Cymatium pileare,benthic,3.23,1
Cymatoceps nasutus,demersal,3.56,1
Cymatogaster aggregata,demersal,2.99,1
Cymbacephalus beauforti,reef-associated,4.5,1
Cymolutes lecluse,reef-associated,4.2,1
Cynodon gibbus,pelagic,4.5,1
Cynodonichthys hildebrandi,benthopelagic,3.2,1
Cynodonichthys isthmensis,benthopelagic,3.2,1
Cynodonichthys siegfriedi,benthopelagic,3.2,1
Cynodonichthys uroflammeus,benthopelagic,3.2,1
Cynoglossus abbreviatus,demersal,3.5,1
Cynoglossus acaudatus,demersal,3.5,1
Cynoglossus acutirostris,bathydemersal,3.5,1
Cynoglossus arel,demersal,3.46,1
Cynoglossus attenuatus,demersal,3.5,1
Cynoglossus bilineatus,demersal,3.5,1
Cynoglossus browni,demersal,3.38,1
Cynoglossus capensis,demersal,3.03,1
Cynoglossus cynoglossus,demersal,3.5,1
Cynoglossus dispar,demersal,3.5,1
Cynoglossus dubius,demersal,3.5,1
Cynoglossus durbanensis,demersal,3.5,1
Cynoglossus feldmanni,demersal,3.5,1
Cynoglossus gilchristi,demersal,3.5,1
Cynoglossus lachneri,demersal,3.5,1
Cynoglossus lida,demersal,3.24,1
Cynoglossus lingua,demersal,3.5,1
Cynoglossus macrostomus,benthopelagic,3.28,1
Cynoglossus marleyi,demersal,3.5,1
Cynoglossus microlepis,demersal,3.5,1
Cynoglossus monodi,demersal,3.6,1
Cynoglossus puncticeps,demersal,3.27,1
Cynoglossus semilaevis,demersal,3.59,1
Cynoglossus senegalensis,demersal,3.62,1
Cynoglossus trulla,demersal,3.5,1
Cynoglossus zanzibarensis,demersal,3.53,1
Cynomacrurus piriei,bathypelagic,3.44,1
Cynoponticus coniceps,demersal,4.03,1
Cynoponticus ferox,demersal,3.6,1
Cynoponticus savanna,demersal,3.5,1
Cynoscion acoupa,demersal,4.05,1
Cynoscion albus,benthopelagic,4.19,1
Cynoscion analis,demersal,4.06,1
Cynoscion arenarius,demersal,4.17,1
Cynoscion guatucupa,benthopelagic,3.72,1
Cynoscion jamaicensis,demersal,3.84,1
Cynoscion leiarchus,demersal,3.06,1
Cynoscion nannus,benthopelagic,3.95,1
Cynoscion nebulosus,demersal,3.98,1
Cynoscion nothus,demersal,3.8,1
Cynoscion parvipinnis,demersal,4.5,1
Cynoscion phoxocephalus,demersal,3.83,1
Cynoscion regalis,demersal,3.77,1
Cynoscion reticulatus,demersal,3.89,1
Cynoscion squamipinnis,benthopelagic,3.85,1
Cynoscion steindachneri,demersal,3.25,1
Cynoscion stolzmanni,demersal,4.07,1
Cynoscion striatus,demersal,3.9,1
Cynoscion virescens,demersal,4.03,1
Cynoscion xanthulus,benthopelagic,4.19,1
Cynotilapia afra,benthopelagic,3.4,1
Cynotilapia axelrodi,benthopelagic,3.4,1
Cyphocharax aspilos,benthopelagic,2.0,1
Cyphocharax gillii,benthopelagic,2.0,1
Cyphocharax helleri,benthopelagic,2.0,1
Cyphocharax magdalenae,benthopelagic,2.0,1
Cyphocharax saladensis,benthopelagic,2.0,1
Cyphocharax spilurus,benthopelagic,2.0,1
Cyphocharax voga,benthopelagic,2.0,1
Cyphocottus megalops,bathydemersal,3.34,1
Cyphomyrus discorhynchus,demersal,3.2,1
Cyphotilapia frontosa,benthopelagic,2.93,1
Cypraea spadicea,benthic,3.19,1
Cypraecassis testiculus,reef-associated,3.0,1
Cyprichromis leptosoma,benthopelagic,3.5,1
Cyprichromis microlepidotus,benthopelagic,3.5,1
Cyprinella analostana,benthopelagic,3.2,1
Cyprinella callistia,benthopelagic,3.2,1
Cyprinella lutrensis,benthopelagic,2.82,1
Cyprinella spiloptera,benthopelagic,2.83,1
Cyprinella venusta,benthopelagic,3.2,1
Cyprinocirrhites polyactis,reef-associated,3.18,1
Cyprinodon nevadensis,benthopelagic,2.05,1
Cyprinus carpio,benthopelagic,3.06,1
Cyprinus ilishaestomus,benthopelagic,3.23,1
Cyprinus megalophthalmus,benthopelagic,3.25,1
Cyprinus pellegrini,benthopelagic,2.68,1
Cyprinus yilongensis,benthopelagic,3.4,1
Cyprinus yunnanensis,benthopelagic,3.9,1
Cypselurus hexazona,pelagic-neritic,3.95,1
Cypselurus hiraii,pelagic-neritic,3.4,1
Cypselurus oligolepis,pelagic-neritic,3.98,1
Cypselurus opisthopus,pelagic-neritic,3.95,1
Cypselurus poecilopterus,pelagic-neritic,3.4,1
Cyttopsis rosea,bathypelagic,4.01,1
Cyttus australis,demersal,3.5,1
Cyttus traversi,bathydemersal,4.25,1
Dactylanthus antarcticus,benthic,3.6,1
Dactylobatus clarkii,bathydemersal,4.5,1
Dactylophora nigricans,reef-associated,2.89,1
Dactyloptena orientalis,reef-associated,3.68,1
Dactyloptena peterseni,demersal,3.5,1
Dactylopterus volitans,reef-associated,3.65,1
Dactyloscopus byersi,demersal,4.02,1
Dactyloscopus pectoralis,demersal,3.99,1
Daector gerringi,demersal,4.2,1
Daira perlata,benthic,3.81,1
Dalatias licha,bathydemersal,4.23,1
Dallia pectoralis,demersal,3.31,1
Dalophis imberbis,demersal,4.02,1
Danakilia franchettii,benthopelagic,2.0,1
Danaphos oculatus,pelagic-oceanic,3.0,1
Danio albolineatus,benthopelagic,3.03,1
Danio kerri,benthopelagic,2.83,1
Danio rerio,benthopelagic,3.11,1
Daption capense,others,3.72,1
Dascyllus albisella,reef-associated,3.14,1
Dascyllus aruanus,reef-associated,2.52,1
Dascyllus carneus,reef-associated,2.67,1
Dascyllus marginatus,reef-associated,2.69,1
Dascyllus melanurus,reef-associated,2.97,1
Dascyllus reticulatus,reef-associated,3.13,1
Dascyllus trimaculatus,reef-associated,2.8,1
Dasyatis akajei,demersal,3.84,1
Dasyatis americana,reef-associated,3.51,1
Dasyatis bennettii,demersal,4.5,1
Dasyatis brevicaudata,demersal,3.87,1
Dasyatis brevis,demersal,3.84,1
Dasyatis centroura,demersal,3.81,1
Dasyatis chrysonota,demersal,3.82,1
Dasyatis dipterura,demersal,3.54,1
Dasyatis fluviorum,benthopelagic,3.6,1
Dasyatis guttata,demersal,2.61,1
Dasyatis laosensis,demersal,3.5,1
Dasyatis longa,reef-associated,3.5,1
Dasyatis margarita,demersal,3.42,1
Dasyatis marmorata,demersal,3.56,1
Dasyatis pastinaca,demersal,4.05,1
Dasyatis sabina,demersal,3.45,1
Dasyatis say,demersal,3.7,1
Dasyatis thetidis,demersal,3.54,1
Dasyatis tortonesei,demersal,4.02,1
Dasyatis ushiei,demersal,3.5,1
Dasyatis zugei,demersal,3.5,1
Dasycottus setiger,demersal,3.87,1
Dasyloricaria filamentosa,demersal,2.0,1
Datnioides microlepis,benthopelagic,3.56,1
Datnioides polota,benthopelagic,3.68,1
Dawkinsia filamentosa,benthopelagic,2.58,1
Dawkinsia singhala,benthopelagic,2.9,1
Dawkinsia tambraparniei,benthopelagic,2.0,1
Deania calcea,bathydemersal,4.33,1
Deania profundorum,bathydemersal,4.36,1
Deania quadrispinosa,bathydemersal,4.5,1
Decapterus kurroides,reef-associated,3.4,1
Decapterus macarellus,pelagic-oceanic,3.96,1
Decapterus macrosoma,reef-associated,3.4,1
Decapterus maruadsi,reef-associated,3.4,1
Decapterus muroadsi,pelagic-oceanic,3.4,1
Decapterus punctatus,reef-associated,4.43,1
Decapterus russelli,benthopelagic,3.68,1
Decapterus tabl,reef-associated,3.22,1
Deckertichthys aureolus,benthopelagic,3.72,1
Deflexilodes griseus,benthic,2.77,1
Dekeyseria pulchra,demersal,2.0,1
Dellichthys morelandi,demersal,3.02,1
Delphinapterus leucas,pelagic,4.27,1
Delphinus delphis,pelagic,4.5,1
Deltentosteus collonianus,demersal,3.55,1
Deltentosteus quadrimaculatus,demersal,3.1,1
Denariusa australis,demersal,3.34,1
Dendrochirus barberi,reef-associated,4.2,1
Dendrochirus brachypterus,reef-associated,3.56,1
Dendrochirus zebra,reef-associated,3.56,1
Dendronotus iris,pelagic,3.6,1
Dentex angolensis,demersal,3.52,1
Dentex canariensis,demersal,3.6,1
Dentex congoensis,demersal,3.71,1
Dentex dentex,benthopelagic,4.53,1
Dentex gibbosus,benthopelagic,4.14,1
Dentex macrophthalmus,benthopelagic,3.52,1
Dentex maroccanus,demersal,3.85,1
Dentex spariformis,benthopelagic,3.79,1
Dentex spp,demersal,3.83,1
Dentiraja lemprieri,demersal,4.02,1
Derichthys serpentinus,bathypelagic,3.1,1
Dermasterias imbricata,benthic,3.88,1
Dermatolepis dermatolepis,reef-associated,4.5,1
Dermatolepis inermis,reef-associated,4.5,1
Dermatolepis striolata,reef-associated,4.03,1
Dermochelys coriacea,benthopelagic,4.18,1
Dermogenys pusilla,pelagic-neritic,3.36,1
Desmodema polystictum,bathypelagic,4.15,1
Desmopuntius johorensis,benthopelagic,2.93,1
Deuterodon iguape,benthopelagic,3.12,1
Devario aequipinnatus,pelagic,2.9,1
Devario browni,pelagic,2.99,1
Devario devario,benthopelagic,2.98,1
Devario kakhienensis,benthopelagic,2.5,1
Devario laoensis,benthopelagic,3.35,1
Devario maetaengensis,benthopelagic,2.5,1
Devario malabaricus,benthopelagic,3.16,1
Devario pathirana,benthopelagic,3.2,1
Devario regina,benthopelagic,3.17,1
Dexistes rikuzenius,demersal,2.99,1
Diadema antillarum,reef-associated,2.0,1
Diadema savignyi,benthic,2.0,1
Diadema setosum,reef-associated,2.0,1
Diademichthys lineatus,reef-associated,3.09,1
Diagramma pictum,reef-associated,3.7,1
Dialommus fuscus,demersal,3.27,1
Dialommus macrocephalus,demersal,3.5,1
Diaphus arabicus,bathypelagic,3.11,1
Diaphus coeruleus,bathypelagic,3.85,1
Diaphus danae,pelagic-oceanic,3.26,1
Diaphus dumerilii,pelagic-oceanic,3.0,1
Diaphus effulgens,bathypelagic,3.0,1
Diaphus fragilis,bathypelagic,3.07,1
Diaphus hudsoni,bathypelagic,3.33,1
Diaphus lucidus,bathypelagic,3.0,1
Diaphus luetkeni,bathypelagic,3.78,1
Diaphus meadi,bathypelagic,3.0,1
Diaphus metopoclampus,bathypelagic,3.25,1
Diaphus mollis,bathypelagic,3.0,1
Diaphus perspicillatus,bathypelagic,3.12,1
Diaphus problematicus,bathypelagic,3.0,1
Diaphus rafinesquii,bathypelagic,3.4,1
Diaphus schmidti,benthopelagic,3.15,1
Diaphus splendidus,bathypelagic,3.0,1
Diaphus taaningi,bathypelagic,3.25,1
Diaphus theta,bathypelagic,3.19,1
Diaphus thiollierei,bathypelagic,3.25,1
Diaphus trachops,bathypelagic,3.07,1
Diapterus auratus,demersal,2.44,1
Diapterus peruvianus,demersal,3.66,1
Diapterus rhombeus,demersal,3.01,1
Diastylis bradyi,benthic,2.0,1
Diaulula sandiegensis,demersal,3.0,1
Dibranchus atlanticus,bathydemersal,3.42,1
Dicentrarchus labrax,demersal,3.79,1
Dicentrarchus punctatus,pelagic-neritic,3.94,1
Dicentrarchus spp,demersal,3.87,1
Diceratias bispinosus,bathypelagic,4.2,1
Dichistius capensis,reef-associated,3.3,1
Dichistius multifasciatus,benthopelagic,3.56,1
Dicologlossa cuneata,demersal,3.32,1
Dicotylichthys punctulatus,reef-associated,3.5,1
Dicrolene introniger,bathydemersal,3.03,1
Dimidiochromis compressiceps,benthopelagic,4.2,1
Dimidiochromis dimidiatus,benthopelagic,4.02,1
Dimidiochromis kiwinge,benthopelagic,4.2,1
Dimidiochromis strigatus,benthopelagic,3.84,1
Dinematichthys iluocoeteoides,reef-associated,2.64,1
Diodon eydouxii,pelagic-neritic,3.71,1
Diodon holocanthus,reef-associated,3.85,1
Diodon hystrix,reef-associated,3.67,1
Diodon liturosus,reef-associated,3.42,1
Diodora aspera,demersal,2.72,1
Diogenichthys atlanticus,bathypelagic,3.11,1
Diogenichthys laternatus,pelagic-oceanic,3.2,1
Diomedea amsterdamensis,others,4.54,1
Diomedea antipodensis,others,4.46,1
Diomedea dabbenena,others,4.55,1
Diomedea epomophora,others,4.55,1
Diomedea exulans,others,4.34,1
Diomedea gibsoni,others,4.55,1
Diomedea sanfordi,others,4.55,1
Dionda episcopa,benthopelagic,2.0,1
Diplecogaster bimaculata,demersal,3.39,1
Diplectrum eumelum,demersal,3.46,1
Diplectrum formosum,reef-associated,4.49,1
Diplectrum macropoma,demersal,3.5,1
Diplectrum pacificum,demersal,3.99,1
Diplectrum radiale,demersal,4.07,1
Dipleurosoma pacificum,pelagic,2.74,1
Dipleurosoma typicum,pelagic,3.0,1
Diplobatis ommata,reef-associated,3.32,1
Diplocrepis puniceus,demersal,3.67,1
Diplodus annularis,benthopelagic,3.64,1
Diplodus argenteus argenteus,reef-associated,3.13,1
Diplodus argenteus caudimacula,reef-associated,3.05,1
Diplodus bellottii,benthopelagic,3.55,1
Diplodus capensis,reef-associated,2.7,1
Diplodus cervinus,reef-associated,2.99,1
Diplodus fasciatus,benthopelagic,3.5,1
Diplodus holbrookii,demersal,2.32,1
Diplodus hottentotus,demersal,3.64,1
Diplodus noct,reef-associated,2.74,1
Diplodus prayensis,demersal,2.78,1
Diplodus puntazzo,benthopelagic,3.22,1
Diplodus sargus cadenati,reef-associated,3.08,1
Diplodus sargus kotschyi,demersal,2.71,1
Diplodus sargus lineatus,benthopelagic,2.8,1
Diplodus sargus sargus,demersal,3.38,1
Diplodus spp,demersal,3.1,1
Diplodus vulgaris,benthopelagic,3.52,1
Diplogrammus goramensis,reef-associated,3.5,1
Diplogrammus pauciradiatus,reef-associated,3.5,1
Diplomystes nahuelbutaensis,demersal,3.27,1
Diplophos taenia,bathypelagic,3.2,1
Diploprion bifasciatum,reef-associated,3.98,1
Diploprion drachi,reef-associated,4.06,1
Diplopteraster multipes,benthic,4.1,1
Diplospinus multistriatus,benthopelagic,3.51,1
Diplotaxodon argenteus,benthopelagic,4.2,1
Diplotaxodon ecclesi,benthopelagic,4.2,1
Diplotaxodon greenwoodi,benthopelagic,4.2,1
Diplotaxodon limnothrissa,pelagic,3.13,1
Diplotaxodon macrops,benthopelagic,2.81,1
Dipolydora caulleryi,benthic,2.0,1
Diproctacanthus xanthurus,reef-associated,3.34,1
Dipterygonotus balteatus,reef-associated,3.4,1
Dipturus batis,demersal,3.52,1
Dipturus doutrei,bathydemersal,3.83,1
Dipturus gigas,bathydemersal,4.01,1
Dipturus laevis,demersal,3.5,1
Dipturus nidarosiensis,bathydemersal,3.5,1
Dipturus oxyrinchus,bathydemersal,3.5,1
Dipturus polyommata,bathydemersal,4.01,1
Dipturus pullopunctatus,demersal,4.09,1
Dipturus springeri,bathydemersal,4.3,1
Dipturus tengu,demersal,3.99,1
Diptychus maculatus,benthopelagic,2.0,1
Diretmichthys parini,bathypelagic,3.45,1
Diretmus argenteus,bathypelagic,3.4,1
Discherodontus ashmeadi,benthopelagic,3.31,1
Dischistodus chrysopoecilus,reef-associated,2.0,1
Dischistodus fasciatus,reef-associated,2.0,1
Dischistodus melanotus,reef-associated,2.0,1
Dischistodus perspicillatus,reef-associated,2.0,1
Dischistodus prosopotaenia,reef-associated,2.03,1
Dischistodus pseudochrysopoecilus,reef-associated,2.0,1
Discradisca sparselineata,pelagic,2.0,1
Discurria insessa,benthic,2.0,1
Dissostichus eleginoides,pelagic-oceanic,3.96,1
Dissostichus mawsoni,pelagic-oceanic,4.21,1
Distichodus brevipinnis,demersal,2.0,1
Distichodus engycephalus,demersal,2.0,1
Distichodus fasciolatus,pelagic,2.0,1
Distichodus mossambicus,pelagic,3.18,1
Distichodus nefasch,pelagic,2.0,1
Distichodus rostratus,demersal,2.0,1
Distichodus sexfasciatus,pelagic,2.79,1
Ditrema temminckii temminckii,demersal,3.65,1
Ditrema viride,demersal,3.37,1
Docimodus evelynae,benthopelagic,3.38,1
Docimodus johnstoni,benthopelagic,4.2,1
Doederleinia berycoides,demersal,3.88,1
Dolicholagus longirostris,bathypelagic,3.4,1
Dolichopteryx longipes,bathypelagic,3.0,1
Dolloidraco longedorsalis,bathydemersal,3.15,1
Donax serra,benthic,2.0,1
Donax spp,benthic,2.0,1
Dondice occidentalis,demersal,3.6,1
Doraops zuloagai,demersal,3.28,1
Doriopsilla albopunctata,demersal,3.0,1
Doris kerguelenensis,benthic,3.0,1
Doris montereyensis,benthic,3.0,1
Dormitator latifrons,demersal,2.03,1
Dormitator lebretonis,demersal,2.47,1
Dormitator maculatus,demersal,2.45,1
Dorosoma anale,pelagic,3.4,1
Dorosoma cepedianum,pelagic-neritic,2.4,1
Dorosoma chavesi,pelagic,3.4,1
Dorosoma petenense,pelagic-neritic,2.76,1
Dorosoma smithi,pelagic,3.4,1
Doryichthys boaja,benthopelagic,3.27,1
Doryichthys martensii,benthopelagic,3.2,1
Doryrhamphus excisus excisus,reef-associated,3.5,1
Doryrhamphus japonicus,reef-associated,3.73,1
Doryteuthis gahi,demersal,3.2,1
Doryteuthis opalescens,pelagic,3.86,1
Doryteuthis pealeii,benthopelagic,3.41,1
Doryteuthis pleii,benthopelagic,4.34,1
Dosidicus gigas,pelagic,4.14,1
Dreissena polymorpha,sessile,2.0,1
Drepane africana,benthopelagic,3.1,1
Drepane longimana,reef-associated,3.5,1
Drepane punctata,reef-associated,3.32,1
Drupa morum,benthic,3.061,1
Drupa ricinus,benthic,3.061,1
Drupa rubusidaeus,benthic,3.061,1
Drymonema dalmatinum,demersal,4.0,1
Dugong dugon,benthopelagic,2.0,1
Dunckerocampus dactyliophorus,reef-associated,3.77,1
Dunckerocampus multiannulatus,reef-associated,3.78,1
Dussumieria acuta,pelagic-neritic,3.4,1
Dussumieria elopsoides,pelagic-neritic,3.4,1
Ebalia tuberosa,benthic,2.54,1
Ebinania costaecanariae,bathydemersal,3.29,1
Echelus pachyrhynchus,bathydemersal,4.2,1
Echelus uropterus,reef-associated,3.91,1
Echeneis naucrates,reef-associated,3.68,1
Echidna catenata,reef-associated,3.5,1
Echidna leucotaenia,reef-associated,3.5,1
Echidna nebulosa,reef-associated,3.98,1
Echidna nocturna,demersal,3.86,1
Echidna peli,demersal,3.54,1
Echidna polyzona,reef-associated,3.47,1
