unit_id,year,metric,reference,historical,difference,comparison_status,passed
EEZ_848,2019,ppr_commercial_jensen,835178805.1075281,835178805.1075267,-1.430511474609375e-06,numeric_reproduction,True
EEZ_848,2019,ppr_functional_jensen,846041591.1136853,846041591.1136839,-1.3113021850585938e-06,numeric_reproduction,True
EEZ_554,2019,total_catch_tonnes,536634.0092869516,536634.0092869516,0.0,numeric_reproduction,True
EEZ_554,2019,matched_catch_tonnes,536634.0092869516,536634.0092869516,0.0,numeric_reproduction,True
EEZ_554,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_554,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_554,2019,taxa_count,197.0,197.0,0.0,numeric_reproduction,True
EEZ_554,2019,matched_taxa_count,197.0,197.0,0.0,numeric_reproduction,True
EEZ_554,2019,ppr_species,844346453.6499316,844346453.6499314,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_554,2019,ppr_commercial_correct,844346453.6499318,844346453.6499316,-2.384185791015625e-07,numeric_reproduction,True
EEZ_554,2019,ppr_functional_correct,844346453.6499316,844346453.6499314,-1.1920928955078125e-07,numeric_reproduction,True
EEZ_554,2019,ppr_commercial_jensen,698639252.9198685,698639252.9198672,-1.3113021850585938e-06,numeric_reproduction,True
EEZ_554,2019,ppr_functional_jensen,743350086.3792835,743350086.3792835,0.0,numeric_reproduction,True
EEZ_586,2019,total_catch_tonnes,930340.2931580818,930340.2931580818,0.0,numeric_reproduction,True
EEZ_586,2019,matched_catch_tonnes,930340.2931580818,930340.2931580818,0.0,numeric_reproduction,True
EEZ_586,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_586,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_586,2019,taxa_count,126.0,126.0,0.0,numeric_reproduction,True
EEZ_586,2019,matched_taxa_count,126.0,126.0,0.0,numeric_reproduction,True
EEZ_586,2019,ppr_species,790261291.1785368,790261291.1785368,0.0,numeric_reproduction,True
EEZ_586,2019,ppr_commercial_correct,790261291.1785368,790261291.1785368,0.0,numeric_reproduction,True
EEZ_586,2019,ppr_functional_correct,790261291.1785369,790261291.1785369,0.0,numeric_reproduction,True
EEZ_586,2019,ppr_commercial_jensen,523696541.5776824,523696541.5776811,-1.2516975402832031e-06,numeric_reproduction,True
EEZ_586,2019,ppr_functional_jensen,623228915.1263041,623228915.1263033,-8.344650268554688e-07,numeric_reproduction,True
EEZ_352,2019,total_catch_tonnes,755890.0550702651,755890.0550702651,0.0,numeric_reproduction,True
EEZ_352,2019,matched_catch_tonnes,755890.0550702651,755890.0550702651,0.0,numeric_reproduction,True
EEZ_352,2019,missing_tl_catch_tonnes,0.0,0.0,0.0,numeric_reproduction,True
EEZ_352,2019,catch_tl_coverage_fraction,1.0,1.0,0.0,numeric_reproduction,True
EEZ_352,2019,taxa_count,79.0,79.0,0.0,numeric_reproduction,True
