year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled,unit_id
2007,4831,51581.4844765457,51581.4844765457,0.0,True,LME_039
2008,4802,51733.7478955512,51733.7478955512,0.0,True,LME_039
2009,4909,52919.1266517767,52919.1266517767,0.0,True,LME_039
2010,4374,52071.7039439142,52071.703943914195,-7.275957614183426e-12,True,LME_039
2011,5162,49745.225898436904,49745.225898436904,0.0,True,LME_039
2012,5030,46640.2438818655,46640.2438818655,0.0,True,LME_039
2013,5026,45826.8835251875,45826.8835251875,0.0,True,LME_039
2014,4899,46734.007750606404,46734.0077506064,-7.275957614183426e-12,True,LME_039
2015,5008,48127.2874711695,48127.287471169504,7.275957614183426e-12,True,LME_039
2016,5123,49447.7944682686,49447.7944682686,0.0,True,LME_039
2017,5187,50659.1332162914,50659.1332162914,0.0,True,LME_039
2018,5121,49586.6620792365,49586.6620792365,0.0,True,LME_039
2019,5676,44872.4444403339,44872.4444403339,0.0,True,LME_039
1950,508,4278.6494409802,4278.6494409802,0.0,True,LME_040
1951,544,5120.0198580082,5120.0198580082,0.0,True,LME_040
1952,562,5881.2942038631,5881.2942038631,0.0,True,LME_040
1953,612,7974.7172920649,7974.7172920649,0.0,True,LME_040
1954,614,15344.6920484365,15344.6920484365,0.0,True,LME_040
1955,628,8241.4032626551,8241.4032626551,0.0,True,LME_040
1956,627,9859.4061190137,9859.4061190137,0.0,True,LME_040
1957,626,13759.3304282381,13759.3304282381,0.0,True,LME_040
1958,638,13175.9563583041,13175.9563583041,0.0,True,LME_040
1959,639,10852.8581614721,10852.8581614721,0.0,True,LME_040
1960,676,10204.3649724893,10204.3649724893,0.0,True,LME_040
1961,685,19693.5277620998,19693.5277620998,0.0,True,LME_040
1962,690,23969.3123035275,23969.312303527502,3.637978807091713e-12,True,LME_040
1963,693,23079.6168904359,23079.6168904359,0.0,True,LME_040
1964,720,23093.3304124336,23093.3304124336,0.0,True,LME_040
1965,737,27572.4295008215,27572.4295008215,0.0,True,LME_040
1966,751,29253.6495565134,29253.6495565134,0.0,True,LME_040
1967,754,27860.4535949159,27860.4535949159,0.0,True,LME_040
1968,837,30626.8723741438,30626.8723741438,0.0,True,LME_040
1969,872,35797.3805031456,35797.3805031456,0.0,True,LME_040
1970,971,45532.6723986552,45532.6723986552,0.0,True,LME_040
1971,981,55119.4017363642,55119.4017363642,0.0,True,LME_040
1972,984,53393.1754166499,53393.1754166499,0.0,True,LME_040
1973,1002,59007.8247741045,59007.8247741045,0.0,True,LME_040
1974,999,62308.1891636689,62308.189163668896,-7.275957614183426e-12,True,LME_040
1975,1083,37192.989659021,37192.989659021,0.0,True,LME_040
1976,1041,43866.6382559967,43866.6382559967,0.0,True,LME_040
1977,1008,51596.126617765796,51596.126617765796,0.0,True,LME_040
1978,1058,49080.6054225623,49080.6054225623,0.0,True,LME_040
1979,901,49976.1865243045,49976.1865243045,0.0,True,LME_040
1980,1002,32313.8971991539,32313.8971991539,0.0,True,LME_040
1981,1004,55015.0291075192,55015.0291075192,0.0,True,LME_040
1982,993,52910.0706724476,52910.0706724476,0.0,True,LME_040
1983,1123,50321.7187065324,50321.7187065324,0.0,True,LME_040
1984,1113,49370.8129309717,49370.8129309717,0.0,True,LME_040
1985,1200,51341.2901548936,51341.2901548936,0.0,True,LME_040
1986,1163,46692.0351259813,46692.0351259813,0.0,True,LME_040
1987,1072,49698.5917285407,49698.5917285407,0.0,True,LME_040
1988,1325,56630.8263980545,56630.8263980545,0.0,True,LME_040
1989,1434,51306.5423251818,51306.5423251818,0.0,True,LME_040
1990,2136,45960.4315799044,45960.4315799044,0.0,True,LME_040
1991,2127,47161.5613543829,47161.5613543829,0.0,True,LME_040
1992,2088,40444.6415470797,40444.6415470797,0.0,True,LME_040
1993,1909,76569.8881654697,76569.8881654697,0.0,True,LME_040
1994,2184,76478.516945121,76478.516945121,0.0,True,LME_040
1995,2076,94413.7130412878,94413.7130412878,0.0,True,LME_040
1996,2284,67599.4475645651,67599.4475645651,0.0,True,LME_040
1997,2554,53336.2937770857,53336.2937770857,0.0,True,LME_040
1998,2630,52774.326571538,52774.326571538,0.0,True,LME_040
1999,2641,51738.6087423388,51738.6087423388,0.0,True,LME_040
2000,2607,47454.375531033,47454.375531033,0.0,True,LME_040
2001,2694,84324.852770554,84324.852770554,0.0,True,LME_040
2002,2716,50480.4701900821,50480.470190082095,-7.275957614183426e-12,True,LME_040
2003,2978,39289.9533080327,39289.9533080327,0.0,True,LME_040
2004,3064,36052.1118679288,36052.1118679288,0.0,True,LME_040
2005,3105,32755.0323600326,32755.0323600326,0.0,True,LME_040
2006,3169,34357.5011161613,34357.5011161613,0.0,True,LME_040
2007,3208,33620.301169757404,33620.301169757404,0.0,True,LME_040
2008,3113,35319.1278994256,35319.1278994256,0.0,True,LME_040
2009,3258,36180.5419518024,36180.5419518024,0.0,True,LME_040
2010,2784,34257.4564582821,34257.4564582821,0.0,True,LME_040
2011,2886,29833.8222109891,29833.8222109891,0.0,True,LME_040
2012,2796,27467.0039799765,27467.0039799765,0.0,True,LME_040
2013,2715,27495.6889706743,27495.6889706743,0.0,True,LME_040
2014,2626,28643.093663777,28643.093663777,0.0,True,LME_040
2015,2685,27332.852494077,27332.852494077,0.0,True,LME_040
2016,2848,25865.0190094968,25865.0190094968,0.0,True,LME_040
2017,2951,28325.1378583337,28325.1378583337,0.0,True,LME_040
2018,2930,25525.2347868477,25525.2347868477,0.0,True,LME_040
2019,3146,22842.5316976432,22842.5316976432,0.0,True,LME_040
1950,762,18889.605847857598,18889.605847857598,0.0,True,LME_041
1951,762,19862.5349564398,19862.5349564398,0.0,True,LME_041
1952,781,21828.3328698001,21828.3328698001,0.0,True,LME_041
1953,825,23810.7793095413,23810.7793095413,0.0,True,LME_041
1954,827,25516.4929936763,25516.4929936763,0.0,True,LME_041
1955,842,23430.2545448403,23430.2545448403,0.0,True,LME_041
1956,800,23582.7929405485,23582.7929405485,0.0,True,LME_041
1957,843,26621.034297681,26621.034297681,0.0,True,LME_041
1958,852,27041.1638320942,27041.1638320942,0.0,True,LME_041
1959,856,28546.5794012066,28546.5794012066,0.0,True,LME_041
1960,901,28266.537544757,28266.537544757,0.0,True,LME_041
1961,909,28350.7767578762,28350.7767578762,0.0,True,LME_041
1962,916,32397.2102139837,32397.2102139837,0.0,True,LME_041
1963,927,36705.6851331389,36705.6851331389,0.0,True,LME_041
1964,947,34779.8717095997,34779.8717095997,0.0,True,LME_041
1965,970,41335.3528591272,41335.3528591272,0.0,True,LME_041
1966,979,41681.6854444941,41681.6854444941,0.0,True,LME_041
1967,984,39012.5537753334,39012.5537753334,0.0,True,LME_041
1968,1034,42699.8809108621,42699.8809108621,0.0,True,LME_041
1969,1078,42221.2810689073,42221.2810689073,0.0,True,LME_041
1970,1129,43649.3570055217,43649.3570055217,0.0,True,LME_041
1971,1152,55754.0067988705,55754.0067988705,0.0,True,LME_041
1972,1184,57772.5510169602,57772.5510169602,0.0,True,LME_041
1973,1197,59735.8558342283,59735.8558342283,0.0,True,LME_041
1974,1199,61149.4866648995,61149.4866648995,0.0,True,LME_041
1975,1237,55588.8380498423,55588.8380498423,0.0,True,LME_041
1976,1254,58041.1890333249,58041.1890333249,0.0,True,LME_041
1977,1334,71912.4185539456,71912.4185539456,0.0,True,LME_041
1978,1362,63722.5469923965,63722.5469923965,0.0,True,LME_041
1979,1229,60797.710656903204,60797.710656903204,0.0,True,LME_041
1980,1269,63215.3291804413,63215.3291804413,0.0,True,LME_041
1981,1265,73703.7020757618,73703.7020757618,0.0,True,LME_041
1982,1276,71807.5070994799,71807.5070994799,0.0,True,LME_041
1983,1319,77085.4649647564,77085.4649647564,0.0,True,LME_041
1984,1309,79925.7229194013,79925.7229194013,0.0,True,LME_041
1985,1340,78967.563436943,78967.563436943,0.0,True,LME_041
1986,1377,66417.6752905336,66417.6752905336,0.0,True,LME_041
1987,1364,71642.3672772646,71642.3672772646,0.0,True,LME_041
1988,1525,75058.7038900043,75058.7038900043,0.0,True,LME_041
1989,1556,74454.6856547171,74454.6856547171,0.0,True,LME_041
1990,2383,86736.6322343144,86736.6322343144,0.0,True,LME_041
1991,2493,93314.0946852431,93314.09468524311,1.4551915228366852e-11,True,LME_041
1992,2390,67274.6784060746,67274.6784060746,0.0,True,LME_041
1993,2355,74268.1266417521,74268.1266417521,0.0,True,LME_041
1994,2463,68034.6384773428,68034.6384773428,0.0,True,LME_041
1995,2518,79798.8246818121,79798.8246818121,0.0,True,LME_041
1996,2703,71700.7742329026,71700.7742329026,0.0,True,LME_041
1997,2772,69155.49733097041,69155.49733097041,0.0,True,LME_041
1998,2839,62159.0021284903,62159.0021284903,0.0,True,LME_041
1999,2865,58596.7396004245,58596.7396004245,0.0,True,LME_041
2000,3067,51155.0685085969,51155.0685085969,0.0,True,LME_041
2001,2991,59767.5294502889,59767.5294502889,0.0,True,LME_041
2002,3141,50992.198528532,50992.198528532,0.0,True,LME_041
2003,3386,47435.002087169,47435.002087169,0.0,True,LME_041
2004,3449,46624.1288065327,46624.1288065327,0.0,True,LME_041
2005,3366,39358.2258050841,39358.2258050841,0.0,True,LME_041
2006,3429,39301.2335152581,39301.2335152581,0.0,True,LME_041
2007,3357,38521.1440641564,38521.1440641564,0.0,True,LME_041
2008,3336,37240.4986256225,37240.4986256225,0.0,True,LME_041
2009,3379,32950.5458590668,32950.5458590668,0.0,True,LME_041
2010,3318,38786.8439123623,38786.8439123623,0.0,True,LME_041
2011,3665,37812.8168035739,37812.8168035739,0.0,True,LME_041
2012,3577,34114.5048100113,34114.5048100113,0.0,True,LME_041
2013,3560,32962.8571544463,32962.8571544463,0.0,True,LME_041
2014,3473,33553.6030057941,33553.6030057941,0.0,True,LME_041
2015,3555,33955.6590236186,33955.6590236186,0.0,True,LME_041
2016,3709,35150.2133743788,35150.2133743788,0.0,True,LME_041
2017,3769,34685.3751909824,34685.3751909824,0.0,True,LME_041
2018,3727,34193.1331941831,34193.1331941831,0.0,True,LME_041
2019,4133,39281.0247337031,39281.0247337031,0.0,True,LME_041
1950,900,12519.4822254273,12519.4822254273,0.0,True,LME_042
1951,906,13135.3938780281,13135.3938780281,0.0,True,LME_042
1952,930,14519.1781164601,14519.1781164601,0.0,True,LME_042
1953,927,16019.7065025473,16019.7065025473,0.0,True,LME_042
1954,927,16079.8626115554,16079.8626115554,0.0,True,LME_042
1955,930,16346.7108675619,16346.7108675619,0.0,True,LME_042
1956,931,17943.190426959,17943.190426959,0.0,True,LME_042
1957,934,20482.6693534822,20482.6693534822,0.0,True,LME_042
1958,931,20174.7789163122,20174.7789163122,0.0,True,LME_042
1959,928,27618.5495182784,27618.5495182784,0.0,True,LME_042
1960,947,27330.2277278011,27330.2277278011,0.0,True,LME_042
1961,957,29842.5463313544,29842.5463313544,0.0,True,LME_042
1962,1006,26200.3040517162,26200.3040517162,0.0,True,LME_042
1963,1013,30229.7002455681,30229.7002455681,0.0,True,LME_042
1964,1034,30265.0246758713,30265.0246758713,0.0,True,LME_042
1965,1050,34645.0289962921,34645.0289962921,0.0,True,LME_042
1966,1059,38027.1174728869,38027.1174728869,0.0,True,LME_042
1967,1051,37783.8301178009,37783.8301178009,0.0,True,LME_042
1968,1042,39249.9172667651,39249.9172667651,0.0,True,LME_042
1969,1057,34996.0017332963,34996.0017332963,0.0,True,LME_042
1970,1115,46244.5968807578,46244.5968807578,0.0,True,LME_042
1971,1121,52248.174423224,52248.174423224,0.0,True,LME_042
1972,1090,58564.9735719217,58564.9735719217,0.0,True,LME_042
1973,1118,58418.0027640322,58418.0027640322,0.0,True,LME_042
1974,1125,43765.7799465614,43765.7799465614,0.0,True,LME_042
1975,1127,42137.935579589,42137.935579589,0.0,True,LME_042
1976,1143,39944.628167253,39944.628167253,0.0,True,LME_042
1977,1227,46488.7386387855,46488.7386387855,0.0,True,LME_042
1978,1279,61072.7657965312,61072.765796531196,-7.275957614183426e-12,True,LME_042
1979,1192,42784.5495600072,42784.5495600072,0.0,True,LME_042
1980,1220,48025.5119790495,48025.5119790495,0.0,True,LME_042
1981,1263,54707.595891081,54707.595891081,0.0,True,LME_042
1982,1277,52278.1366939294,52278.1366939294,0.0,True,LME_042
1983,1289,53120.3146778555,53120.3146778555,0.0,True,LME_042
1984,1283,50296.0573541517,50296.0573541517,0.0,True,LME_042
1985,1222,50582.452172293,50582.452172293,0.0,True,LME_042
1986,1234,58715.7720424549,58715.7720424549,0.0,True,LME_042
1987,1348,77603.1533822052,77603.1533822052,0.0,True,LME_042
1988,1360,76427.3025446269,76427.3025446269,0.0,True,LME_042
1989,1390,84555.3986226777,84555.3986226777,0.0,True,LME_042
1990,1576,87521.6764357872,87521.6764357872,0.0,True,LME_042
1991,1647,90978.4679503494,90978.4679503494,0.0,True,LME_042
1992,1606,84946.30268325111,84946.30268325111,0.0,True,LME_042
1993,1668,74609.1808264965,74609.1808264965,0.0,True,LME_042
1994,1706,63095.1402312896,63095.1402312896,0.0,True,LME_042
1995,1736,56038.9506435953,56038.9506435953,0.0,True,LME_042
1996,1689,53917.8335775498,53917.8335775498,0.0,True,LME_042
1997,1811,65757.2550743302,65757.2550743302,0.0,True,LME_042
1998,1855,59031.9760741666,59031.976074166596,-7.275957614183426e-12,True,LME_042
1999,2020,71339.3104387308,71339.3104387308,0.0,True,LME_042
2000,2035,61344.3579795083,61344.3579795083,0.0,True,LME_042
2001,2042,48300.1625295896,48300.1625295896,0.0,True,LME_042
2002,2258,44202.3722345176,44202.3722345176,0.0,True,LME_042
2003,2378,44439.0714510863,44439.071451086296,-7.275957614183426e-12,True,LME_042
2004,2452,44153.3268876381,44153.3268876381,0.0,True,LME_042
2005,2183,42436.6825625321,42436.6825625321,0.0,True,LME_042
2006,2281,36787.6251620115,36787.6251620115,0.0,True,LME_042
2007,2144,30393.8279630624,30393.8279630624,0.0,True,LME_042
2008,2144,28508.0066485541,28508.0066485541,0.0,True,LME_042
2009,2204,27739.1917349406,27739.1917349406,0.0,True,LME_042
2010,2183,28789.7912265192,28789.7912265192,0.0,True,LME_042
2011,2691,27484.1346229685,27484.1346229685,0.0,True,LME_042
2012,2735,28285.260169415,28285.260169415,0.0,True,LME_042
2013,2690,28385.2368493582,28385.2368493582,0.0,True,LME_042
2014,2700,27187.7595917843,27187.7595917843,0.0,True,LME_042
2015,2759,30299.2415562823,30299.2415562823,0.0,True,LME_042
2016,2703,34515.232454164,34515.232454164,0.0,True,LME_042
2017,2761,33764.1624046499,33764.1624046499,0.0,True,LME_042
2018,2721,34489.4463077351,34489.4463077351,0.0,True,LME_042
2019,2895,32645.754357906102,32645.7543579061,-3.637978807091713e-12,True,LME_042
1950,820,8095.18621311,8095.18621311,0.0,True,LME_043
1951,817,8572.5979946791,8572.5979946791,0.0,True,LME_043
1952,826,9226.3132373059,9226.3132373059,0.0,True,LME_043
1953,820,9831.6240146091,9831.6240146091,0.0,True,LME_043
1954,830,10281.9710665731,10281.9710665731,0.0,True,LME_043
1955,833,10752.2317827105,10752.2317827105,0.0,True,LME_043
1956,833,10875.3743424134,10875.3743424134,0.0,True,LME_043
1957,823,11674.9883145608,11674.9883145608,0.0,True,LME_043
1958,823,11959.085747503,11959.085747503,0.0,True,LME_043
1959,823,13853.938118997099,13853.938118997099,0.0,True,LME_043
1960,851,12563.6924098585,12563.6924098585,0.0,True,LME_043
1961,860,12709.8358882786,12709.8358882786,0.0,True,LME_043
1962,848,13757.8038589683,13757.8038589683,0.0,True,LME_043
1963,849,15014.5042109816,15014.5042109816,0.0,True,LME_043
1964,858,15438.6454983398,15438.6454983398,0.0,True,LME_043
1965,879,15904.1803720205,15904.1803720205,0.0,True,LME_043
1966,879,16461.6018085739,16461.6018085739,0.0,True,LME_043
1967,867,17145.396709311,17145.396709311,0.0,True,LME_043
1968,864,19735.1095050911,19735.1095050911,0.0,True,LME_043
1969,870,19722.710950013,19722.710950013,0.0,True,LME_043
1970,936,19256.8446207717,19256.8446207717,0.0,True,LME_043
1971,920,19806.0755371208,19806.0755371208,0.0,True,LME_043
1972,885,18506.1329773328,18506.1329773328,0.0,True,LME_043
1973,906,19428.9945804975,19428.9945804975,0.0,True,LME_043
1974,922,21185.6096612222,21185.6096612222,0.0,True,LME_043
1975,928,19874.4868657685,19874.4868657685,0.0,True,LME_043
1976,938,25662.2778834177,25662.2778834177,0.0,True,LME_043
1977,956,27934.7232451892,27934.7232451892,0.0,True,LME_043
1978,978,30867.1809882784,30867.1809882784,0.0,True,LME_043
1979,984,30166.684980147,30166.684980147,0.0,True,LME_043
1980,987,33481.3113679476,33481.3113679476,0.0,True,LME_043
1981,1009,48553.0276467494,48553.0276467494,0.0,True,LME_043
1982,1009,66548.8577929597,66548.85779295971,1.4551915228366852e-11,True,LME_043
1983,1014,65118.2125615145,65118.2125615145,0.0,True,LME_043
1984,1042,57528.1003401936,57528.1003401936,0.0,True,LME_043
1985,1073,57496.8248255823,57496.8248255823,0.0,True,LME_043
1986,1081,60957.832763833096,60957.832763833096,0.0,True,LME_043
1987,1073,55929.9260313754,55929.9260313754,0.0,True,LME_043
1988,1052,59876.7597022872,59876.7597022872,0.0,True,LME_043
1989,1053,47101.0696001934,47101.0696001934,0.0,True,LME_043
1990,1108,49273.1923447721,49273.1923447721,0.0,True,LME_043
1991,1107,46179.7491746716,46179.7491746716,0.0,True,LME_043
1992,1115,70801.7645495224,70801.7645495224,0.0,True,LME_043
1993,1121,39800.3777998193,39800.377799819296,-7.275957614183426e-12,True,LME_043
1994,1137,40649.0402434677,40649.0402434677,0.0,True,LME_043
1995,1128,39885.9448041277,39885.9448041277,0.0,True,LME_043
1996,1136,36937.6324956968,36937.6324956968,0.0,True,LME_043
1997,1159,42620.866682397704,42620.866682397704,0.0,True,LME_043
1998,1247,41153.0734828277,41153.0734828277,0.0,True,LME_043
1999,1332,47230.5685380085,47230.5685380085,0.0,True,LME_043
2000,1312,45562.3963905891,45562.3963905891,0.0,True,LME_043
2001,1300,49636.6499505885,49636.6499505885,0.0,True,LME_043
2002,1683,52639.2080180221,52639.2080180221,0.0,True,LME_043
2003,1697,50726.9707463987,50726.9707463987,0.0,True,LME_043
2004,1700,49246.6668495844,49246.6668495844,0.0,True,LME_043
2005,1608,49190.6496034942,49190.6496034942,0.0,True,LME_043
2006,1708,47704.591974687,47704.591974687,0.0,True,LME_043
2007,1622,36917.3071807912,36917.3071807912,0.0,True,LME_043
2008,1661,34764.695715444395,34764.6957154444,7.275957614183426e-12,True,LME_043
2009,1667,34327.6621185496,34327.6621185496,0.0,True,LME_043
2010,1528,31897.4474579658,31897.447457965798,-3.637978807091713e-12,True,LME_043
2011,1982,31709.5033664738,31709.5033664738,0.0,True,LME_043
2012,1965,30269.435306700798,30269.4353067008,3.637978807091713e-12,True,LME_043
2013,1955,26225.6763728881,26225.6763728881,0.0,True,LME_043
2014,1930,23834.6820471131,23834.6820471131,0.0,True,LME_043
2015,2053,26159.4634294237,26159.4634294237,0.0,True,LME_043
2016,1985,32965.3346308465,32965.3346308465,0.0,True,LME_043
2017,2014,31827.2872475792,31827.2872475792,0.0,True,LME_043
2018,1979,33227.9487018059,33227.9487018059,0.0,True,LME_043
2019,2139,30450.9174249122,30450.9174249122,0.0,True,LME_043
1950,1096,8019.3532197982,8019.3532197982,0.0,True,LME_044
1951,1093,8379.6180179899,8379.6180179899,0.0,True,LME_044
1952,1105,8918.4909976697,8918.4909976697,0.0,True,LME_044
1953,1099,9449.2453564096,9449.2453564096,0.0,True,LME_044
1954,1117,9957.9946983191,9957.9946983191,0.0,True,LME_044
1955,1120,10701.7467553055,10701.7467553055,0.0,True,LME_044
1956,1120,10748.5287443549,10748.5287443549,0.0,True,LME_044
1957,1102,11375.4726168596,11375.4726168596,0.0,True,LME_044
1958,1099,10827.0184858784,10827.0184858784,0.0,True,LME_044
1959,1099,11520.6459355415,11520.645935541499,-1.8189894035458565e-12,True,LME_044
1960,1142,12848.7567753689,12848.7567753689,0.0,True,LME_044
1961,1157,12934.0646666631,12934.0646666631,0.0,True,LME_044
1962,1136,12996.7696751762,12996.7696751762,0.0,True,LME_044
1963,1134,14583.110838337001,14583.110838337001,0.0,True,LME_044
1964,1157,14239.1331998524,14239.1331998524,0.0,True,LME_044
1965,1184,14521.2340516654,14521.2340516654,0.0,True,LME_044
1966,1182,15622.1265220634,15622.1265220634,0.0,True,LME_044
1967,1173,16537.892118933,16537.892118933,0.0,True,LME_044
1968,1156,16142.4579276141,16142.4579276141,0.0,True,LME_044
1969,1170,15673.6644378341,15673.6644378341,0.0,True,LME_044
1970,1266,16617.9590717705,16617.9590717705,0.0,True,LME_044
1971,1246,18097.3839280168,18097.3839280168,0.0,True,LME_044
1972,1199,17838.7255404608,17838.7255404608,0.0,True,LME_044
1973,1241,18304.5219004018,18304.5219004018,0.0,True,LME_044
1974,1263,20648.2472172755,20648.2472172755,0.0,True,LME_044
1975,1266,20011.2916733032,20011.2916733032,0.0,True,LME_044
1976,1243,21000.5225836483,21000.5225836483,0.0,True,LME_044
1977,1284,22263.2182187764,22263.2182187764,0.0,True,LME_044
1978,1313,24641.9289153494,24641.9289153494,0.0,True,LME_044
1979,1301,25105.072388003202,25105.072388003202,0.0,True,LME_044
1980,1299,25993.5363720736,25993.5363720736,0.0,True,LME_044
1981,1321,27460.216367024103,27460.2163670241,-3.637978807091713e-12,True,LME_044
1982,1309,30113.2981662565,30113.2981662565,0.0,True,LME_044
1983,1327,31660.0022816181,31660.0022816181,0.0,True,LME_044
1984,1354,30627.552451181,30627.552451181,0.0,True,LME_044
1985,1368,30417.3753059147,30417.375305914702,3.637978807091713e-12,True,LME_044
1986,1401,31748.8782072291,31748.8782072291,0.0,True,LME_044
1987,1382,34691.644894739504,34691.644894739504,0.0,True,LME_044
1988,1360,35800.4989209114,35800.4989209114,0.0,True,LME_044
1989,1352,32971.4376582857,32971.4376582857,0.0,True,LME_044
1990,1408,31251.311006929,31251.311006928998,-3.637978807091713e-12,True,LME_044
1991,1425,34974.1770580457,34974.1770580457,0.0,True,LME_044
1992,1406,39222.8560379977,39222.8560379977,0.0,True,LME_044
1993,1434,34062.6368517656,34062.6368517656,0.0,True,LME_044
1994,1446,33332.9577391995,33332.957739199504,7.275957614183426e-12,True,LME_044
1995,1456,32765.7799716472,32765.7799716472,0.0,True,LME_044
1996,1466,28934.959732338,28934.959732338,0.0,True,LME_044
1997,1511,31545.1743683125,31545.1743683125,0.0,True,LME_044
1998,1728,30286.9759812391,30286.9759812391,0.0,True,LME_044
1999,1821,32056.9489474197,32056.9489474197,0.0,True,LME_044
2000,1745,30092.17968034,30092.17968034,0.0,True,LME_044
2001,1753,31158.0564670632,31158.0564670632,0.0,True,LME_044
2002,2178,28367.6578952466,28367.6578952466,0.0,True,LME_044
2003,2161,32291.6231312005,32291.6231312005,0.0,True,LME_044
2004,2220,31973.7756715465,31973.7756715465,0.0,True,LME_044
2005,2150,31948.855127298,31948.855127298,0.0,True,LME_044
2006,2253,26671.6417642958,26671.6417642958,0.0,True,LME_044
2007,2131,23413.0262728479,23413.0262728479,0.0,True,LME_044
2008,2166,23508.9510117928,23508.9510117928,0.0,True,LME_044
2009,2200,22768.4225737386,22768.4225737386,0.0,True,LME_044
2010,2049,21873.8939145939,21873.8939145939,0.0,True,LME_044
2011,2797,21045.5210494746,21045.5210494746,0.0,True,LME_044
2012,2773,19572.5032728524,19572.503272852402,3.637978807091713e-12,True,LME_044
2013,2770,19127.9075573786,19127.9075573786,0.0,True,LME_044
2014,2710,19101.3636877149,19101.3636877149,0.0,True,LME_044
2015,2888,20345.5680958936,20345.5680958936,0.0,True,LME_044
2016,2792,21457.1365853654,21457.1365853654,0.0,True,LME_044
2017,2808,22439.815909572,22439.815909572,0.0,True,LME_044
2018,2813,21882.7269545492,21882.726954549198,-3.637978807091713e-12,True,LME_044
2019,2969,19839.0729312876,19839.0729312876,0.0,True,LME_044
1950,971,12007.3317268414,12007.3317268414,0.0,True,LME_045
1951,968,12215.0313007221,12215.031300722101,1.8189894035458565e-12,True,LME_045
1952,995,12593.8680672598,12593.8680672598,0.0,True,LME_045
1953,995,13506.535084978801,13506.535084978801,0.0,True,LME_045
1954,1009,13822.9797694605,13822.9797694605,0.0,True,LME_045
1955,1016,15000.2707218148,15000.2707218148,0.0,True,LME_045
1956,1016,15329.1903023825,15329.1903023825,0.0,True,LME_045
1957,993,15771.5864633944,15771.5864633944,0.0,True,LME_045
1958,990,15523.5324456335,15523.5324456335,0.0,True,LME_045
1959,990,17063.6569736137,17063.6569736137,0.0,True,LME_045
1960,1014,20511.1185874015,20511.1185874015,0.0,True,LME_045
1961,1051,19998.2634261209,19998.2634261209,0.0,True,LME_045
1962,1023,19176.0700734998,19176.0700734998,0.0,True,LME_045
1963,1014,22469.6833570743,22469.6833570743,0.0,True,LME_045
1964,1044,21811.738098625,21811.738098625,0.0,True,LME_045
1965,1086,22171.1609392198,22171.1609392198,0.0,True,LME_045
1966,1104,22777.5606916299,22777.5606916299,0.0,True,LME_045
1967,1089,23255.3843466022,23255.3843466022,0.0,True,LME_045
1968,1092,24218.559568147,24218.559568147,0.0,True,LME_045
1969,1150,23879.4668647345,23879.4668647345,0.0,True,LME_045
1970,1261,26089.668137507,26089.668137507,0.0,True,LME_045
1971,1281,29634.0464211635,29634.0464211635,0.0,True,LME_045
1972,1226,28621.005136532898,28621.005136532898,0.0,True,LME_045
1973,1296,29862.6094312946,29862.6094312946,0.0,True,LME_045
1974,1363,44120.0234159123,44120.0234159123,0.0,True,LME_045
1975,1389,32059.9837229376,32059.9837229376,0.0,True,LME_045
1976,1354,33963.0817505026,33963.0817505026,0.0,True,LME_045
1977,1403,36436.4986282968,36436.4986282968,0.0,True,LME_045
1978,1439,39816.199393591,39816.199393591,0.0,True,LME_045
1979,1517,41551.9582676763,41551.9582676763,0.0,True,LME_045
1980,1499,42116.3838450772,42116.3838450772,0.0,True,LME_045
1981,1456,47769.0202770221,47769.0202770221,0.0,True,LME_045
1982,1458,52682.8818175867,52682.8818175867,0.0,True,LME_045
1983,1511,54309.2306877282,54309.2306877282,0.0,True,LME_045
1984,1522,50924.1455334219,50924.1455334219,0.0,True,LME_045
1985,1557,47908.0489944405,47908.0489944405,0.0,True,LME_045
1986,1588,46521.0770364981,46521.0770364981,0.0,True,LME_045
1987,1588,48004.0216739371,48004.0216739371,0.0,True,LME_045
1988,1545,50446.8896843637,50446.8896843637,0.0,True,LME_045
1989,1518,51254.1460661564,51254.1460661564,0.0,True,LME_045
1990,1528,48655.5332243758,48655.5332243758,0.0,True,LME_045
1991,1539,54972.7329760411,54972.7329760411,0.0,True,LME_045
1992,1511,54269.7576715198,54269.7576715198,0.0,True,LME_045
1993,1525,53038.6674813332,53038.6674813332,0.0,True,LME_045
1994,1593,54622.5972642668,54622.5972642668,0.0,True,LME_045
1995,1615,54855.5317859416,54855.5317859416,0.0,True,LME_045
1996,1629,50035.9171052483,50035.9171052483,0.0,True,LME_045
1997,1692,52781.4580672646,52781.4580672646,0.0,True,LME_045
1998,1918,50849.6095079383,50849.6095079383,0.0,True,LME_045
1999,1997,52768.1703332675,52768.1703332675,0.0,True,LME_045
2000,1892,48376.7801445687,48376.7801445687,0.0,True,LME_045
2001,1936,54432.0076182114,54432.0076182114,0.0,True,LME_045
2002,2172,50051.4061417774,50051.4061417774,0.0,True,LME_045
2003,2194,58760.6020555279,58760.6020555279,0.0,True,LME_045
2004,2218,65530.411516565604,65530.4115165656,-7.275957614183426e-12,True,LME_045
2005,2226,70281.2646234435,70281.2646234435,0.0,True,LME_045
2006,2259,54744.8316904869,54744.8316904869,0.0,True,LME_045
2007,2219,52017.193201493195,52017.193201493195,0.0,True,LME_045
