taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix,SPPR_1995_TEmean_catch,Ulanowicz_globalTEmean_catch
Acanthurus,Demesral fish (≤ 30 cm),1.000000,single,medium,17607.441,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Palinuridae,Benthic crustaceans,1.000000,single,high,17531.046,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Terapontidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,16551.359,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Octopus vulgaris,Cephalopods,1.000000,single,high,16488.043,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Solenocera crassicornis,Shrimps,1.000000,single,high,16465.839,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Thunnus alalunga,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,15291.709,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Scorpaenidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,15243.441,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Carcharhinus falciformis,Pelagic sharks and rays,1.000000,single,medium,14833.368,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Metapenaeus affinis,Shrimps,1.000000,single,high,14209.515,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Marine groundfishes not identified,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,14183.877,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Sardinella albella,Pelagic fish (≤ 30 cm),1.000000,single,medium,13862.136,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Placuna placenta,Non-ceph molluscs,1.000000,single,high,13498.128,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Scaridae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,13212.304,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Seriolina nigrofasciata,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,12661.116,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Saurida undosquamis,Lizard fish (synodontids),1.000000,single,high,12120.406,63.434269,663.719518,2067.391180,14570.760747,601.546845,615.805491,405.200013,910.958178,910.958178,910.958178,95.587938,42.724455,910.958178,910.958178,95.587938,95.587938,42.724455,42.724455,100.049087,994.694622,115.362564,193.500934
Atule mate,Pelagic fish (≤ 30 cm),1.000000,single,medium,11736.971,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Scarus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,11669.973,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Thunnus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,11596.064,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Ruditapes philippinarum,Non-ceph molluscs,1.000000,single,high,11438.522,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Metapenaeus tenuipes,Shrimps,1.000000,single,high,11158.1,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Acanthocybium solandri,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,10923.631,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Acanthopagrus schlegelii,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,10716.315,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Lobotes surinamensis,Benthopelagic fish,1.000000,single,low,10347.218,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Sepioteuthis lessoniana,Cephalopods,1.000000,single,high,10311.411,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Eleutheronema tetradactylum,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,9740.13,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Scatophagus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,9252.174,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Thunnus orientalis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,9130.268,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Siganus canaliculatus,Demesral fish (≤ 30 cm),1.000000,single,medium,8874.617,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Polydactylus sexfilis,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,8212.8,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Hilsa kelee,Pelagic fish (≤ 30 cm),1.000000,single,medium,8128.315,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Thenus orientalis,Benthic crustaceans,1.000000,single,high,7779.469,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Acetes sibogae,Zooplankton,1.000000,single,high,7634.911,63.434269,10.000000,14.957361,14.957361,19.607843,19.607843,6.000000,19.579740,19.579740,19.579740,6.014009,4.812426,19.579740,19.579740,6.014009,6.014009,4.812426,4.812426,6.106719,20.269002,5.379160,5.379160
Kajikia audax,Unresolved,,,unresolved,7428.343,,,,,,,,,,,,,,,,,,,,,,
Penaeus semisulcatus,Shrimps,1.000000,single,high,7114.411,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Siganidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,6713.755,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Gerres,Benthopelagic fish,1.000000,single,low,6285.002,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Gnathanodon speciosus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,5965.227,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Epinephelus malabaricus,Adult groupers,1.000000,single,high,5061.698,63.434269,536.399665,1609.730473,13598.164881,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817,98.736259,191.555980
Hyporhamphus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,4858.584,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Makaira mazara,Unresolved,,,unresolved,4702.079,,,,,,,,,,,,,,,,,,,,,,
Hyporhamphus sajori,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,4656.816,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Carcharhinus longimanus,Pelagic sharks and rays,1.000000,single,medium,4463.839,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Ambassidae,Demesral fish (≤ 30 cm),1.000000,single,medium,4224.4,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Gazza minuta,Demesral fish (≤ 30 cm),1.000000,single,medium,3981.449,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Aluterus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,3973.355,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Hemitriakis japanica,Demersal sharks and rays,1.000000,single,medium,3667.995,63.434269,308.191832,839.467528,16975.303945,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869,65.859366,160.380323
Echinodermata,Echinoderms,1.000000,single,high,3665.334,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Dasyatidae,Demersal sharks and rays,1.000000,single,medium,3656.496,63.434269,308.191832,839.467528,16975.303945,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869,65.859366,160.380323
Chanos chanos,Benthopelagic fish,1.000000,single,low,3455.243,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Sphyraena obtusata,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,3432.521,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Parupeneus barberinus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,3360.208,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Psettodidae,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,3237.753,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Panulirus,Benthic crustaceans,1.000000,single,high,3061.562,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Rhincodon typus,Pelagic sharks and rays,1.000000,single,medium,2948.897,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Cheilopogon unicolor,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2888.49,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Mizuhopecten yessoensis,Non-ceph molluscs,1.000000,single,high,2876.232,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Evynnis tumifrons,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,2533.488,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Ephippidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,2517.788,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Mola mola,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2469.949,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Latidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,2466.176,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Ranina ranina,Crabs,1.000000,single,high,2346.908,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Ozius guttatus,Crabs,1.000000,single,high,2123.853,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Sphyraena barracuda,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2055.219,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Melicertus canaliculatus,Shrimps,1.000000,single,high,1949.386,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Seriola dumerili,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1918.315,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Labridae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1659.59,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Octopus,Cephalopods,1.000000,single,high,1608.1,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Plotosidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1501.512,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Alopias,Pelagic sharks and rays,1.000000,single,medium,1462.068,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Elops machnata,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1459.13,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Pellona ditchela,Pelagic fish (≤ 30 cm),1.000000,single,medium,1410.0,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Chaetodontidae,Demesral fish (≤ 30 cm),1.000000,single,medium,1378.652,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Congridae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1376.036,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Lethrinus miniatus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1362.411,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Scylla,Crabs,1.000000,single,high,1336.642,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Hemitrygon akajei,Demersal sharks and rays,1.000000,single,medium,1189.845,63.434269,308.191832,839.467528,16975.303945,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869,65.859366,160.380323
Lepidocybium flavobrunneum,Unresolved,,,unresolved,1186.217,,,,,,,,,,,,,,,,,,,,,,
Charybdis feriatus,Crabs,1.000000,single,high,1155.289,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Encrasicholina punctifer,Pelagic fish (≤ 30 cm),1.000000,single,medium,1099.779,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Spongia,Sessile/other invertebrates,1.000000,single,high,1092.827,63.434269,39.810717,75.817241,140.216539,190.404092,190.404092,109.482353,190.110257,190.110257,190.110257,36.103669,23.694532,190.110257,190.110257,36.103669,36.103669,23.694532,23.694532,37.033017,198.892031,14.761929,19.512880
Amusium pleuronectes,Non-ceph molluscs,1.000000,single,high,994.826,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Scatophagus argus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,950.507,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Podophthalmus vigil,Crabs,1.000000,single,high,923.334,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Drepane punctata,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,918.996,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Charybdis anisodon,Crabs,1.000000,single,high,914.493,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Beryx,Benthopelagic fish,1.000000,single,low,809.3,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Magallana gigas,Non-ceph molluscs,1.000000,single,high,797.27,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Sillago sihama,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,685.749,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
