taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix
Pampus,Pomfret (stromateids),1.000000,single,high,3141062.387,63.434269,336.393851,70.332514,96.956857,465.630742,483.589541,459.410064,1101.511253,1101.511253,1101.511253,105.929949,51.426987,1101.511253,1101.511253,105.929949,105.929949,51.426987,51.426987,110.875796,1226.777070
Nemipteridae,Threadfin bream (nemipterids),1.000000,single,high,3102945.198,63.434269,158.440780,40.562906,69.143093,197.386659,204.295758,173.038507,255.525547,255.525547,255.525547,52.390697,26.389157,255.525547,255.525547,52.390697,52.390697,26.389157,26.389157,54.745187,271.312978
Sepiidae,Cephalopods,1.000000,single,high,2938421.515,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Decapterus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2787864.256,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Teuthida,Cephalopods,1.000000,single,high,2520688.549,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Saurida tumbil,Lizard fish (synodontids),1.000000,single,high,2376467.307,63.434269,663.719518,115.585799,193.982046,601.546845,615.805491,405.200013,910.958178,910.958178,910.958178,95.587938,42.724455,910.958178,910.958178,95.587938,95.587938,42.724455,42.724455,100.049087,994.694622
Scombroidei,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2367798.338,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Decapoda,Zooplankton | Benthic crustaceans | Shrimps | Crabs,0.256968 | 0.051821 | 0.485720 | 0.205490,catch_composition,low,2362914.419,63.434269,20.231565,8.871067,13.136047,23.761604,23.761604,18.870993,24.598914,24.598914,24.598914,8.943884,6.093570,24.598914,24.598914,8.943884,8.943884,6.093570,6.093570,9.137976,25.348244
Auxis thazard,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,2320946.733,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Priacanthidae,Bigeyes (priacanthids),1.000000,single,high,2037784.634,63.434269,283.326243,62.037027,133.996233,410.471028,421.548741,231.851807,559.388147,559.388147,559.388147,68.757015,31.580155,559.388147,559.388147,68.757015,68.757015,31.580155,31.580155,70.665687,610.054014
Ariidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,2011554.05,63.434269,122.316169,33.235978,55.667210,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759
Sepiida,Cephalopods,1.000000,single,high,1933877.398,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Harpadon nehereus,Lizard fish (synodontids),1.000000,single,high,1914727.921,63.434269,663.719518,115.585799,193.982046,601.546845,615.805491,405.200013,910.958178,910.958178,910.958178,95.587938,42.724455,910.958178,910.958178,95.587938,95.587938,42.724455,42.724455,100.049087,994.694622
Squillidae,Benthic crustaceans,1.000000,single,high,1800383.614,63.434269,15.812995,7.524778,11.754048,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502
Todarodes pacificus,Cephalopods,1.000000,single,high,1752301.258,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Elasmobranchii,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,1751877.718,63.434269,418.405771,80.581542,173.659330,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280
Rastrelliger brachysoma,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1719985.069,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Chondrichthyes,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,1707091.817,63.434269,418.405771,80.581542,173.659330,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280
Thunnus albacares,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1626326.169,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Stolephorus,Pelagic fish (≤ 30 cm),1.000000,single,medium,1518853.453,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Scomberomorus commerson,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1502865.98,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Rastrelliger kanagurta,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1469580.931,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Rastrelliger,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1441250.177,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Epinephelus,Adult groupers,1.000000,single,high,1384242.323,63.434269,536.399665,98.921053,192.035445,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817
Mullidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1371662.314,63.434269,122.316169,33.235978,55.667210,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759
Decapterus macrosoma,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1347860.293,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Katsuwonus pelamis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1285182.0,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Penaeus chinensis,Shrimps,1.000000,single,high,1236075.23,63.434269,20.606299,9.131660,12.790792,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839
Selaroides leptolepis,Pelagic fish (≤ 30 cm),1.000000,single,medium,1185036.56,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Mugilidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1175466.212,63.434269,122.316169,33.235978,55.667210,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759
Ilisha elongata,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1163810.882,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Sardinops sagax,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1101836.203,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Sardinella lemuru,Pelagic fish (≤ 30 cm),1.000000,single,medium,1092321.186,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Coryphaena hippurus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1078982.717,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Cololabis saira,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,1035519.84,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Netuma thalassina,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,1021214.891,63.434269,122.316169,33.235978,55.667210,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759
Priacanthus macracanthus,Bigeyes (priacanthids),1.000000,single,high,991701.462,63.434269,283.326243,62.037027,133.996233,410.471028,421.548741,231.851807,559.388147,559.388147,559.388147,68.757015,31.580155,559.388147,559.388147,68.757015,68.757015,31.580155,31.580155,70.665687,610.054014
Nemipterus virgatus,Threadfin bream (nemipterids),1.000000,single,high,970413.986,63.434269,158.440780,40.562906,69.143093,197.386659,204.295758,173.038507,255.525547,255.525547,255.525547,52.390697,26.389157,255.525547,255.525547,52.390697,52.390697,26.389157,26.389157,54.745187,271.312978
Parastromateus niger,Benthopelagic fish,1.000000,single,low,961636.33,63.434269,57.638856,19.368856,32.694155,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942
Mugil cephalus,Benthopelagic fish,1.000000,single,low,949666.595,63.434269,57.638856,19.368856,32.694155,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942
Cephalopoda,Cephalopods,1.000000,single,high,945101.13,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Leiognathus,Benthopelagic fish,1.000000,single,low,891413.643,63.434269,57.638856,19.368856,32.694155,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942
Octopodidae,Cephalopods,1.000000,single,high,841025.851,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Dasyatis,Demersal sharks and rays,1.000000,single,medium,824451.936,63.434269,308.191832,65.971750,160.797784,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869
Euthynnus affinis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,816087.965,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Auxis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,803741.611,63.434269,92.005775,26.792459,45.737180,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776
Pampus argenteus,Pomfret (stromateids),1.000000,single,high,794370.862,63.434269,336.393851,70.332514,96.956857,465.630742,483.589541,459.410064,1101.511253,1101.511253,1101.511253,105.929949,51.426987,1101.511253,1101.511253,105.929949,105.929949,51.426987,51.426987,110.875796,1226.777070
Spratelloides gracilis,Pelagic fish (≤ 30 cm),1.000000,single,medium,757719.185,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Bivalvia,Non-ceph molluscs,1.000000,single,high,749929.762,63.434269,14.712171,7.138150,9.865726,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216
Dussumieria,Pelagic fish (≤ 30 cm),1.000000,single,medium,697208.687,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Carcharhinus,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,685947.922,63.434269,418.405771,80.581542,173.659330,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280
Lutjanus,Snappers,1.000000,single,high,665694.576,63.434269,536.638231,98.953212,189.198021,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922
Penaeus merguiensis,Shrimps,1.000000,single,high,664922.307,63.434269,20.606299,9.131660,12.790792,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839
Octopoda,Cephalopods,1.000000,single,high,662621.716,63.434269,165.179677,41.816994,65.692289,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629
Clupanodon thrissa,Pelagic fish (≤ 30 cm),1.000000,single,medium,647036.927,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Sardinella fimbriata,Pelagic fish (≤ 30 cm),1.000000,single,medium,639879.15,63.434269,60.479203,20.062051,24.005730,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461
Ruvettus pretiosus,Unresolved,,,unresolved,635369.554,,,,,,,,,,,,,,,,,,,,
Lates calcarifer,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,632668.965,63.434269,122.316169,33.235978,55.667210,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759
