unit_id,region_name,region_type,catch_from,catch_to,taxa,taxa_with_tl,articles,ecopath_models,models_mapped,model_workbooks,has_npp,npp_years_available,npp_from,npp_to
LME_030,Agulhas Current,LME,1950,2019,336,272,1,0,0,0,1,22,1998,2019
LME_031,Somali Coastal Current,LME,1950,2019,248,205,1,0,0,0,1,22,1998,2019
LME_032,Arabian Sea,LME,1950,2019,430,393,4,1,1,1,1,22,1998,2019
LME_033,Red Sea,LME,1950,2019,248,193,1,0,0,0,1,22,1998,2019
LME_034,Bay of Bengal,LME,1950,2019,315,288,5,1,1,1,1,22,1998,2019
LME_035,Gulf of Thailand,LME,1950,2019,247,214,4,1,1,1,1,22,1998,2019
LME_036,South China Sea,LME,1950,2019,374,340,7,2,2,2,1,22,1998,2019
LME_037,Sulu-Celebes Sea,LME,1950,2019,250,219,3,0,0,0,1,22,1998,2019
LME_038,Indonesian Sea,LME,1950,2019,181,142,3,0,0,0,1,22,1998,2019
LME_039,North Australian Shelf,LME,1950,2019,501,452,1,0,0,0,1,22,1998,2019
LME_040,Northeast Australian Shelf-Great Barrier Reef,LME,1950,2019,402,332,2,0,0,0,1,22,1998,2019
LME_041,East-Central Australian Shelf,LME,1950,2019,444,382,1,0,0,0,1,22,1998,2019
LME_042,Southeast Australian Shelf,LME,1950,2019,274,246,2,0,0,0,1,22,1998,2019
LME_043,Southwest Australian Shelf,LME,1950,2019,267,245,1,0,0,0,1,22,1998,2019
LME_044,West-Central Australian Shelf,LME,1950,2019,447,411,1,0,0,0,1,22,1998,2019
LME_045,Northwest Australian Shelf,LME,1950,2019,446,410,1,0,0,0,1,22,1998,2019
LME_046,New Zealand Shelf,LME,1950,2019,224,197,2,0,0,0,1,22,1998,2019
LME_047,East China Sea,LME,1950,2019,276,254,3,2,2,2,1,22,1998,2019
LME_048,Yellow Sea,LME,1950,2019,199,175,3,0,0,0,1,22,1998,2019
LME_049,Kuroshio Current,LME,1950,2019,253,229,2,0,0,0,1,22,1998,2019
LME_050,Sea of Japan / East Sea,LME,1950,2019,253,218,1,0,0,0,1,22,1998,2019
LME_051,Oyashio Current,LME,1950,2019,168,143,2,0,0,0,1,22,1998,2019
LME_052,Sea of Okhotsk,LME,1950,2019,151,131,2,2,1,1,1,22,1998,2019
LME_053,West Bering Sea,LME,1950,2019,93,63,1,0,0,0,1,22,1998,2019
LME_054,Northern Bering - Chukchi Seas,LME,1950,2019,113,93,2,0,0,0,1,22,1998,2019
LME_055,Beaufort Sea,LME,1950,2019,19,19,2,0,0,0,1,22,1998,2019
LME_056,East Siberian Sea,LME,1950,2019,4,4,0,0,0,0,1,22,1998,2019
LME_057,Laptev Sea,LME,1950,2019,5,5,0,0,0,0,1,22,1998,2019
LME_058,Kara Sea,LME,1950,2019,5,5,0,0,0,0,1,22,1998,2019
LME_059,Iceland Shelf and Sea,LME,1950,2019,128,74,3,0,0,0,1,22,1998,2019
LME_060,Faroe Plateau,LME,1950,2019,162,114,1,0,0,0,1,22,1998,2019
LME_061,Antarctic,LME,1981,2019,14,10,3,0,0,0,1,22,1998,2019
LME_062,Black Sea,LME,1950,2019,155,120,2,0,0,0,1,22,1998,2019
LME_063,Hudson Bay Complex,LME,1950,2019,60,44,2,0,0,0,1,22,1998,2019
LME_065,Aleutian Islands,LME,1950,2019,93,68,2,0,0,0,1,22,1998,2019
LME_066,Canadian High Arctic - North Greenland,LME,1950,2019,32,21,2,0,0,0,1,22,1998,2019
