unit_id,eez_unit_id,eez_name,sau_region_id,area_km2,lme_union_intersection_km2,lme_overlap_fraction_of_eez,hs_union_intersection_km2,hs_overlap_fraction_of_eez,uncovered_by_lme_or_hs_km2,geometry_repaired,flag_add_low_lme_overlap,flag_prefer_eez_candidate,flag_review_110_120,prefer_eez_lme_ids,review_110_120_lme_ids,mostly_contained_lme_ids,mostly_contained_lme_count,max_lme_containment_fraction,max_eez_to_lme_area_ratio,max_eez_to_mostly_contained_lme_area_ratio
EEZ_242,EEZ_242,Fiji,242,1280507.33915883,0.0,0.0,191.8542000072172,0.0001498267086335069,1280315.4853429245,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_246,EEZ_246,Finland,246,84203.40825310622,82533.72569687314,0.9801708435457364,0.0,0.0,1669.690300566693,True,False,False,False,,,,0,0.20818460503140468,0.21239624337151633,0.0
EEZ_251,EEZ_251,Mozambique Channel Isl. (France),251,309792.82429001847,309792.82429001824,0.9999999999999992,830.4469794001255,0.00268065272752311,0.0,False,False,False,False,,,,0,0.11793336217553593,0.11793336217553602,0.0
EEZ_252,EEZ_252,Tromelin Isl. (France),252,273405.44161107263,0.0,0.0,0.0,0.0,273405.4416110727,False,True,False,False,,,,0,0.0,0.0,0.0
EEZ_254,EEZ_254,French Guiana,254,131176.9272345226,117681.16436888558,0.8971178609672048,1021.5717430318334,0.007787739540547649,12598.408498217652,False,False,False,False,,,,0,0.11156444523071697,0.12435873822692216,0.0
EEZ_258,EEZ_258,French Polynesia,258,4769684.917023894,0.0,0.0,2514.298795864968,0.0005271414861998466,4767170.617945272,True,True,False,False,,,,0,0.0,0.0,0.0
EEZ_262,EEZ_262,Djibouti,262,7601.555570830089,7405.223954422472,0.9741721790259599,0.0,0.0,196.33184518340963,False,False,False,False,,,,0,0.001758869507098695,0.016490344790126652,0.0
EEZ_266,EEZ_266,Gabon,266,200070.47822587713,196046.95356566543,0.9798894634736206,13.374591388587847,6.684939980744233e-05,4023.524629591258,True,False,False,False,,,,0,0.10217747424569464,0.10427449018941852,0.0
EEZ_268,EEZ_268,Georgia,268,22850.06585155267,22624.717493003325,0.990137955837268,0.0,0.0,225.34723180834285,True,False,False,False,,,,0,0.04894950197380109,0.04943705236752491,0.0
EEZ_270,EEZ_270,Gambia,270,22854.919108268692,22654.05603769782,0.9912113856269043,21.49629162011495,0.0009405542639762743,199.59128998230054,False,False,False,False,,,,0,0.02016741626612977,0.02034623144827441,0.0
EEZ_274,EEZ_274,Gaza Strip,274,2336.6988125930247,2327.714319858605,0.9961550488723664,0.0,0.0,8.983623684352883,False,False,False,False,,,,0,0.0009208454816051326,0.0009243997534796586,0.0
EEZ_277,EEZ_277,Germany (North Sea),277,41220.36710931834,41055.378198530474,0.9959973934644905,0.0,0.0,164.98674870846418,False,False,False,False,,,,0,0.05894248319781375,0.05917935487038519,0.0
