system,layer,region_id,title,water_area_km2,common_area_km2,common_area_pct_of_water,ensemble_basis,n_models,baseline_central_tC_yr,common_antoinemorel_tC_yr,own_antoinemorel_tC_yr,scaled_antoinemorel_tC_yr,scaled_median_tC_yr,scaled_min_tC_yr,scaled_max_tC_yr,scaled_mean_tC_yr,spread_pct,cv_pct,model_max,model_min,rate_antoinemorel_mgC_m2_d
EEZ,eez,942,Kiribati (Line Islands),1643942.3654763019,1644017.6429644492,100.0045790831679,common mask,1,305813949.5060635,304014277.22869176,304014277.22869176,305813949.5060635,305813949.5060635,305813949.5060635,305813949.5060635,305813949.5060635,,,Antoine-Morel,Antoine-Morel,509.6568192402312
EEZ,eez,943,Kiribati (Phoenix Islands),746256.6698416682,746277.9699622815,100.00285426200853,common mask,1,145206879.64611766,145211318.31983274,145211318.31983274,145206879.64611766,145206879.64611766,145206879.64611766,145206879.64611766,145206879.64611766,,,Antoine-Morel,Antoine-Morel,533.0968333026976
EEZ,eez,963,Spain (Northwest),286866.3569679856,287306.0572494743,100.15327704724112,common mask,1,54695124.246016316,54840051.151111014,54840051.151111014,54695124.246016316,54695124.246016316,54695124.246016316,54695124.246016316,54695124.246016316,,,Antoine-Morel,Antoine-Morel,522.3674781956433
EEZ,eez,969,Fernando de Noronha (Brazil),364838.63013953704,364838.58272802585,99.99998700479958,common mask,1,59258155.43677922,59258073.364349104,59258073.364349104,59258155.43677922,59258155.43677922,59258155.43677922,59258155.43677922,59258155.43677922,,,Antoine-Morel,Antoine-Morel,444.9942998733531
EEZ,eez,970,St Paul and St. Peter Archipelago (Brazil),413752.3627787826,413752.30687787774,99.99998648928442,common mask,1,80910915.11774431,80910449.45154704,80910449.45154704,80910915.11774431,80910915.11774431,80910915.11774431,80910915.11774431,80910915.11774431,,,Antoine-Morel,Antoine-Morel,535.7642879906283
EEZ,eez,971,Japan (Ogasawara Islands),1085346.3295299234,1085354.7433378084,100.00077521871647,common mask,1,113193528.75376534,113194149.56948847,113194149.56948847,113193528.75376534,113193528.75376534,113193528.75376534,113193528.75376534,113193528.75376534,,,Antoine-Morel,Antoine-Morel,285.7329945492583
HighSeas,highseas,21,"Atlantic, Northwest",2637207.869260539,2637206.2681921013,99.99993928925906,common mask,1,366934185.2158813,365318396.2649087,365318396.2649087,366934185.2158813,366934185.2158813,366934185.2158813,366934185.2158813,366934185.2158813,,,Antoine-Morel,Antoine-Morel,381.1982928215811
HighSeas,highseas,27,"Atlantic, Northeast",5165751.521113371,5165750.11523654,99.99997278466019,common mask,1,757379163.5748407,750900645.8880626,750900645.8880626,757379163.5748407,757379163.5748407,757379163.5748407,757379163.5748407,757379163.5748407,,,Antoine-Morel,Antoine-Morel,401.6862596997566
HighSeas,highseas,31,"Atlantic, Western Central",7294043.286953618,7294043.669508337,100.00000524475526,common mask,1,911377223.0412884,911378260.739106,911378260.739106,911377223.0412884,911377223.0412884,911377223.0412884,911377223.0412884,911377223.0412884,,,Antoine-Morel,Antoine-Morel,342.3237017539149
HighSeas,highseas,34,"Atlantic, Eastern Central",9104599.556564048,9104599.142230483,99.9999954491841,common mask,1,1684196317.7623296,1684201676.195283,1684201676.195283,1684196317.7623296,1684196317.7623296,1684196317.7623296,1684196317.7623296,1684196317.7623296,,,Antoine-Morel,Antoine-Morel,506.8027932863234
