unit_id,ecosystem,region_type,year,method,model,default_model,catch_tonnes,landings_tonnes,discards_tonnes,discard_catch_percent,covered_catch_percent,covered_discard_percent,ppr_total_tC,ppr_landings_tC,ppr_discards_tC,discard_share_of_total_ppr_percent,increase_over_landings_only_percent,npp_ensemble_2019_tC,ppr_total_over_npp_percent,ppr_landings_over_npp_percent,discard_contribution_npp_percentage_points,status
EEZ_361,Indonesia (Eastern),EEZ,2019,simple trophic chain,,False,3382553.534088444,3218033.8143293145,164519.7197591293,4.863772830234462,100.0,100.0,232615875.00919303,220629860.03285417,11986014.976338878,5.152707215646906,5.432634990818573,,,,,available
EEZ_368,Iraq,EEZ,2019,simple trophic chain,,False,17378.277221608998,16886.621559127,491.655662482,2.8291392536347124,100.0,100.0,727305.8317577976,700695.2718167438,26610.5599410539,3.658785448858543,3.7977364785206493,,,,,available
EEZ_372,Ireland,EEZ,2019,simple trophic chain,,False,408364.46193380206,387981.1106091084,20383.3513246937,4.991460625189746,100.0,100.0,51815800.77030267,49468962.90732977,2346837.8629729087,4.529193466248539,4.744061175022491,,,,,available
EEZ_380,Italy (mainland),EEZ,2019,simple trophic chain,,False,234477.5946714614,221962.2113973857,12515.3832740757,5.337560414508536,100.0,100.0,18477238.38881813,17559725.663414218,917512.725403911,4.965637754390625,5.225097151235988,,,,,available
EEZ_384,Côte d'Ivoire,EEZ,2019,simple trophic chain,,False,239562.6386320301,172162.3488025038,67400.2898295263,28.134725103380422,100.0,100.0,14823846.926769864,12260754.255020948,2563092.671748916,17.29033417850745,20.904853147181335,,,,,available
EEZ_388,Jamaica,EEZ,2019,simple trophic chain,,False,24803.119502512,24648.108376007,155.011126505,0.6249662526897104,99.99999999999999,100.0,2150999.6141080963,2147831.8616434922,3167.7524646042425,0.1472688532265376,0.14748605424729666,,,,,available
EEZ_390,Japan (main islands),EEZ,2019,simple trophic chain,,False,5962290.328495036,5547275.469173516,415014.8593215199,6.960661699717587,100.00000000000001,100.0,333014119.26202464,316837295.5322594,16176823.729765221,4.857699056608724,5.105719546870121,,,,,available
EEZ_393,Japan (Daito Islands),EEZ,2019,simple trophic chain,,False,17808.0982513882,17274.449133608898,533.6491177793,2.9966653948447317,100.0,100.0,3277306.1331262905,3193057.0299124937,84249.10321379683,2.5706815229198576,2.638509191178013,80556841.84643097,4.06831506549619,3.963731641813315,0.10458342368287546,available
EEZ_396,Johnston Atoll (USA),EEZ,2019,simple trophic chain,,False,308.29794792170003,221.71796900049998,86.57997892120001,28.08321609172344,100.0,100.00000000000001,78787.8479770501,62025.816114601344,16762.031862448748,21.27489491441791,27.02428264946737,33249658.568934783,0.23695836699707265,0.18654572342752468,0.050412643569547944,available
EEZ_400,Jordan,EEZ,2019,simple trophic chain,,False,387.759999999,387.759999999,0.0,0.0,100.0,,49815.763985844686,49815.763985844686,0.0,0.0,0.0,,,,,available
EEZ_404,Kenya,EEZ,2019,simple trophic chain,,False,30334.3358525884,30110.6900611115,223.6457914769,0.7372694512374384,100.0,100.0,2411037.9776363345,2398168.658004883,12869.319631451166,0.5337667739297756,0.5366311326142333,,,,,available
EEZ_410,Korea (South),EEZ,2019,simple trophic chain,,False,1692138.9147849,1543472.9425188745,148665.9722660255,8.78568366740289,100.0,100.0,111269349.74643658,107909292.11949109,3360057.626945497,3.019751292339248,3.113779694917105,,,,,available
EEZ_414,Kuwait,EEZ,2019,simple trophic chain,,False,23587.724537113,4791.567945484,18796.156591629002,79.68617982652404,100.0,100.0,983422.4474240973,257733.94522757753,725688.5021965198,73.79214335582166,281.56496869503985,,,,,available
EEZ_422,Lebanon,EEZ,2019,simple trophic chain,,False,6487.446754114901,6469.0977976379,18.348956477,0.2828378740120141,100.0,100.0,483789.02616899385,483087.2062309258,701.8199380680272,0.14506735376483557,0.14527810486716608,,,,,available
EEZ_428,Latvia,EEZ,2019,simple trophic chain,,False,100360.1351648573,96182.79420502219,4177.3409598351,4.162350870665091,100.0,100.0,2369969.25143129,2245263.888115595,124705.36331569521,5.261897944050632,5.5541517402819816,,,,,available
