unit_id,model,taxon,discard_tonnes,sppr,ppr_discards_tC
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Carcharhinus amblyrhynchos,256.654072431,2569.28922,73268.72684067416
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lethrinus borbonicus,24.546431639799998,153.506319,418.6702628456479
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Sarda orientalis,0.0387995603,1182.417917,5.097477252271322
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Platycaranx malabaricus,13.9874498266,735.919846,1143.7379913693555
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Tetraodontidae,42.5911856718,47.875255,226.56265275441902
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Pleuronectiformes,18.872764828399998,55.43442,116.24453022875039
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Terapon,149.0859498473,47.875255,793.0586517618553
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Gerres,18.9944886314,47.875255,101.04066520254179
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Bregmaceros mcclellandi,3.8362600156,306.237713,130.53416596118757
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Nemipterus,14.3773874267,47.875255,76.48012103189515
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lethrinus microdon,24.5422425669,153.506319,418.5988129388811
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Penaeus,9.9642832794,102.724644,113.73082806572417
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Platycephalidae,65.1147507268,153.506319,1110.6139662970713
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Rachycentridae,6.8658804953,1182.417917,902.0377904026171
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Hilsa kelee,79.90453335929999,88.561632,786.2750976108944
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Terapontidae,43.8222651731,47.875255,233.11134664886464
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Haliotidae,0.3659842733,19.947374,0.8111583530703682
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Stromateidae,1.1370114854,153.506319,19.393160864941805
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Lepturacanthus savala,0.1588787035,1254.298198,22.142363500069585
LME_032,32_1_Arabian_Sea_off_Karnataka_(2000),Trichiurus,0.0355918135,1254.298198,4.960305281844675
LME_034,34_1_Bay_of_Bengal_(1978),Marine fishes not identified,71047.0993264272,624.960598,4933515.297912149
