model_id,method,scope,fraction,n_total,n_valid,n_invalid_or_unavailable,valid_routes,excluded_routes,uncertainty_type,min_fixed_H_tC,max_fixed_H_tC,range_fixed_H_tC,min_retained_L_tC,max_retained_L_tC,range_retained_L_tC,relative_spread_pct,baseline_ppr_fixed_H_tC,meaningful_sensitivity,status,assumption_class
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.01,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,396.2325384249224,396.2325384249224,0.0,392.2702130406732,392.2702130406732,0.0,0.0,396.2325384249224,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,204.0296573802264,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,966.4451326076019,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.01,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,64.32672593663342,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.01,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,676.7127932266408,682.6555610789638,5.9427678523230725,669.9456652943744,675.8290054681743,5.883340173799866,0.8781816912293516,676.7127932266408,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.01,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,674.8104783422024,680.7373006063867,5.926822264184352,668.0623735587803,673.9299276003229,5.867554041542576,0.878294344027486,674.8104783422024,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.01,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,516.7523377875302,521.2900687114006,4.537730923870413,511.58481440965505,516.0771680242865,4.4923536146314405,0.8781248950510134,516.7523377875302,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,466.5816254233882,466.5816254233882,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,466.5816254233882,466.5816254233882,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,460.6608517378714,476.6525035785452,15.991651840673796,437.6278091509778,452.81987839961795,15.192069248640166,3.471458835788699,460.6608517378714,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,396.2325384249224,396.2325384249224,0.0,376.4209115036763,376.4209115036763,0.0,0.0,396.2325384249224,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,204.0296573802264,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,966.4451326076019,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.05,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,64.32672593663342,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,676.7127932266408,707.5330935657163,30.820300339075516,642.8771535653087,672.1564388874306,29.279285322121837,4.5544137258172634,676.7127932266408,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,674.8104783422024,705.5481881303436,30.737709788141274,641.0699544250923,670.2707787238264,29.20082429873412,4.555013707501132,674.8104783422024,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.05,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,516.7523377875302,540.2854216102102,23.53308382267994,490.91472089815375,513.2711505296996,22.356429631545893,4.554035289600544,516.7523377875302,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,442.02469776952563,442.02469776952563,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,442.02469776952563,442.02469776952563,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,460.6608517378714,493.4800907174356,32.819238979564204,414.5947665640843,444.132081645692,29.537315081607687,7.124382038489174,460.6608517378714,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,396.2325384249224,396.2325384249224,0.0,356.60928458243023,356.60928458243023,0.0,0.0,396.2325384249224,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,204.0296573802264,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,966.4451326076019,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,962.6364801425882,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.1,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,64.32672593663342,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,676.7127932266408,741.3676296306763,64.65483640403556,609.0415139039766,667.2308666676088,58.1893527636322,9.55425064387423,676.7127932266408,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,674.8104783422024,739.2923531134785,64.48187477127613,607.3294305079821,665.3631178021307,58.033687294148535,9.555553276186203,674.8104783422024,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.1,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,516.7523377875302,566.1187767259735,49.36643893844325,465.07710400877727,509.5068990533761,44.42979504459885,9.553210566942983,516.7523377875302,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.2,4,4,0,"['SC', 'SM', 'SE', 'SR']",[],discard-routing sensitivity envelope; not a confidence interval,491.13855307725066,491.13855307725066,0.0,392.9108424618005,392.9108424618005,0.0,0.0,491.13855307725066,True,assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.2,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.2,4,0,4,[],"['SC', 'SM', 'SE', 'SR']",discard-routing sensitivity envelope; not a confidence interval,,,,,,,,,True,not_assessed,hypothetical_designated_amounts
