unit_id,model_id,year,method,scope,unidentified_treatment,status,npp_tC_yr,discard_fraction_catch,catch_tonnes,catch_covered_tonnes,catch_ppr_tC_yr,catch_ppr_npp_percent,landings_tonnes,landings_covered_tonnes,landings_ppr_tC_yr,landings_ppr_npp_percent,discards_tonnes,discards_covered_tonnes,discards_ppr_tC_yr,discards_ppr_npp_percent,discard_share_ppr_percent
LME_028,28_646_Guinea_(1998),2019,sym_GE_asDC,all,method,ok,712813213.8828055,0.17007629081062456,4469154.981144244,4409088.866402699,1177464657.768385,165.18558225857657,3709057.678893404,3672166.6173389046,1031569101.686193,144.71801049633663,760097.3022508398,736922.249063794,145895556.08219182,20.467571762239906,12.390652672217229
LME_028,28_646_Guinea_(1998),2019,sym_WithEgestion_asPP,all,method,ok,712813213.8828055,0.17007629081062456,4469154.981144244,4409088.866402699,381293532.2061573,53.49136699208921,3709057.678893404,3672166.6173389046,330170589.0910943,46.31936987988807,760097.3022508398,736922.249063794,51122943.11506299,7.171997112201146,13.407765618070306
LME_028,28_646_Guinea_(1998),2019,sym_WithEgestion_asDC,all,method,DIVERGED - negative SPPR in a source-model group,712813213.8828055,0.17007629081062456,4469154.981144244,,,,3709057.678893404,,,,760097.3022508398,,,,
LME_028,28_646_Guinea_(1998),2019,MC_new_GE,all,method,ok,712813213.8828055,0.17007629081062456,4469154.981144244,4409088.866402699,1309624180.0789738,183.72613674559219,3709057.678893404,3672166.6173389046,1148495925.517669,161.12158180424734,760097.3022508398,736922.249063794,161128254.5613047,22.604554941344844,12.303396425651535
LME_028,28_646_Guinea_(1998),2019,MC_new_TE_EEfix,all,method,IMPLAUSIBLE - up to 34x the trophic-chain estimate; the solve is near-singular for this model,712813213.8828055,0.17007629081062456,4469154.981144244,,,,3709057.678893404,,,,760097.3022508398,,,,
LME_028,28_646_Guinea_(1998),2019,simple trophic chain,all,method,ok,712813213.8828055,0.17007629081062456,4469154.981144244,4469154.981144244,250710986.6295122,35.17204531939722,3709057.678893404,3709057.678893404,202194055.86165076,28.365643610935326,760097.3022508398,760097.3022508398,48516930.76786145,6.806401708461901,19.35173700207932
LME_034,34_1_Bay_of_Bengal_(1978),2019,SPPR_1986,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,205892366.76827225,19.398312401788804,6452157.579298264,6452157.579298264,198343443.33178985,18.687084601474663,245568.2060776026,245568.2060776026,7548923.436482406,0.7112278003141419,3.6664416243165383
LME_034,34_1_Bay_of_Bengal_(1978),2019,SPPR_1995_TE0.1,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,463914011.1075947,43.708025976312214,6452157.579298264,6452157.579298264,448518399.9378817,42.25751627663652,245568.2060776026,245568.2060776026,15395611.169713043,1.4505096996756859,3.3186346609700403
LME_034,34_1_Bay_of_Bengal_(1978),2019,SPPR_1995_TEmean,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,65417995.67161444,6.163408273241511,6452157.579298264,6452157.579298264,63119418.47469674,5.946846002161199,245568.2060776026,245568.2060776026,2298577.1969176875,0.2165622710803107,3.5136771974123087
LME_034,34_1_Bay_of_Bengal_(1978),2019,Ulanowicz_globalTEmean,all,method,ok,1061393189.7977166,0.03666441624316539,6697725.785375867,6697725.785375867,124311314.45691569,11.712088946096149,6452157.579298264,6452157.579298264,119919208.63337864,11.298283217384615,245568.2060776026,245568.2060776026,4392105.823537039,0.4138057287115342,3.5331504961756894
